#tail	head	weight	pathway_name	pathway_ID	edge_type	tail_symbol	head_symbol	0	1	cv_part
Q2TAY7	Q16695	1	EGFR1	4	physical	SMU1	HIST3H3	Q2TAY7	Q16695	0
Q2TAY7	P46940	1	EGFR1	4	physical	SMU1	IQGAP1	Q2TAY7	P46940	0
Q2TAY7	Q04695	1	EGFR1	4	physical	SMU1	KRT17	Q2TAY7	Q04695	0
Q2TAY7	P05783	1	EGFR1	4	physical	SMU1	KRT18	Q2TAY7	P05783	0
Q2TAY7	P08729	1	EGFR1	4	physical	SMU1	KRT7	Q2TAY7	P08729	0
Q2TAY7	P05787	1	EGFR1	4	physical	SMU1	KRT8	Q2TAY7	P05787	0
Q2TAY7	Q06124	1	EGFR1	4	physical	SMU1	PTPN11	Q2TAY7	Q06124	0
Q2TAY7	Q9H0H5	1	EGFR1	4	physical	SMU1	RACGAP1	Q2TAY7	Q9H0H5	0
P62316	P62736	1	EGFR1	4	physical	SNRPD2	ACTA2	P62316	P62736	0
P62316	P36542	1	EGFR1	4	physical	SNRPD2	ATP5C1	P62316	P36542	0
P62316	P01133	1	EGFR1	4	physical	SNRPD2	EGF	P62316	P01133	0
P62316	P58107	1	EGFR1	4	physical	SNRPD2	EPPK1	P62316	P58107	0
P62316	P46940	1	EGFR1	4	physical	SNRPD2	IQGAP1	P62316	P46940	0
P62316	Q04695	1	EGFR1	4	physical	SNRPD2	KRT17	P62316	Q04695	0
P62316	P08729	1	EGFR1	4	physical	SNRPD2	KRT7	P62316	P08729	0
P62316	P05787	1	EGFR1	4	physical	SNRPD2	KRT8	P62316	P05787	0
P62316	Q6WCQ1	1	EGFR1	4	physical	SNRPD2	MPRIP	P62316	Q6WCQ1	0
P62316	P27986	1	EGFR1	4	physical	SNRPD2	PIK3R1	P62316	P27986	0
P62316	O00459	1	EGFR1	4	physical	SNRPD2	PIK3R2	P62316	O00459	0
P62316	Q06124	1	EGFR1	4	physical	SNRPD2	PTPN11	P62316	Q06124	0
P62316	Q9H0H5	1	EGFR1	4	physical	SNRPD2	RACGAP1	P62316	Q9H0H5	0
P62316	P29353	1	EGFR1	4	physical	SNRPD2	SHC1	P62316	P29353	0
P62316	Q07889	1	EGFR1	4	physical	SNRPD2	SOS1	P62316	Q07889	0
P62316	Q07890	1	EGFR1	4	physical	SNRPD2	SOS2	P62316	Q07890	0
P62316	P52735	1	EGFR1	4	physical	SNRPD2	VAV2	P62316	P52735	0
O15524	P00533	1	EGFR1	4	physical	SOCS1	EGFR	O15524	P00533	0
O14543	P00533	1	EGFR1	4	physical	SOCS3	EGFR	O14543	P00533	0
Q07889	P62736	1	EGFR1	4	physical	SOS1	ACTA2	Q07889	P62736	0
Q07889	O95782	1	EGFR1	4	physical	SOS1	AP2A1	Q07889	O95782	0
Q07889	P53680	1	EGFR1	4	physical	SOS1	AP2S1	Q07889	P53680	0
Q07889	P36542	1	EGFR1	4	physical	SOS1	ATP5C1	Q07889	P36542	0
Q07889	P22681	1	EGFR1	4	physical	SOS1	CBL	Q07889	P22681	0
Q07889	Q13191	1	EGFR1	4	physical	SOS1	CBLB	Q07889	Q13191	0
Q07889	P00533	1	EGFR1	4	physical	SOS1	EGFR	Q07889	P00533	0
Q07889	P58107	1	EGFR1	4	physical	SOS1	EPPK1	Q07889	P58107	0
Q07889	Q04695	1	EGFR1	4	physical	SOS1	KRT17	Q07889	Q04695	0
Q07889	P08729	1	EGFR1	4	physical	SOS1	KRT7	Q07889	P08729	0
Q07889	P05787	1	EGFR1	4	physical	SOS1	KRT8	Q07889	P05787	0
Q07889	Q6WCQ1	1	EGFR1	4	physical	SOS1	MPRIP	Q07889	Q6WCQ1	0
Q07889	P27986	1	EGFR1	4	physical	SOS1	PIK3R1	Q07889	P27986	0
Q07889	O00459	1	EGFR1	4	physical	SOS1	PIK3R2	Q07889	O00459	0
Q07889	P19174	1	EGFR1	4	physical	SOS1	PLCG1	Q07889	P19174	0
Q07889	Q9H0H5	1	EGFR1	4	physical	SOS1	RACGAP1	Q07889	Q9H0H5	0
Q07889	P29353	1	EGFR1	4	physical	SOS1	SHC1	Q07889	P29353	0
Q07889	P62316	1	EGFR1	4	physical	SOS1	SNRPD2	Q07889	P62316	0
Q07889	P0CG47	1	EGFR1	4	physical	SOS1	UBB	Q07889	P0CG47	0
Q07890	P62736	1	EGFR1	4	physical	SOS2	ACTA2	Q07890	P62736	0
Q07890	P36542	1	EGFR1	4	physical	SOS2	ATP5C1	Q07890	P36542	0
Q07890	Q13191	1	EGFR1	4	physical	SOS2	CBLB	Q07890	Q13191	0
Q07890	P00533	1	EGFR1	4	physical	SOS2	EGFR	Q07890	P00533	0
Q07890	P62993	1	EGFR1	4	physical	SOS2	GRB2	Q07890	P62993	0
Q07890	P00403	1	EGFR1	4	physical	SOS2	MT-CO2	Q07890	P00403	0
Q07890	O00459	1	EGFR1	4	physical	SOS2	PIK3R2	Q07890	O00459	0
Q07890	P62316	1	EGFR1	4	physical	SOS2	SNRPD2	Q07890	P62316	0
Q07890	P63104	1	EGFR1	4	physical	SOS2	YWHAZ	Q07890	P63104	0
P08047	P05412	1	EGFR1	4	physical	SP1	JUN	P08047	P05412	0
P08047	Q05655	1	EGFR1	4	physical	SP1	PRKCD	P08047	Q05655	0
O43597	P22681	1	EGFR1	4	physical	SPRY2	CBL	O43597	P22681	0
P12931	P56945	1	EGFR1	4	Phosphorylation	SRC	BCAR1	P12931	P56945	0
P12931	Q05193	1	EGFR1	4	physical	SRC	DNM1	P12931	Q05193	0
P12931	Q12929	1	EGFR1	4	Phosphorylation	SRC	EPS8	P12931	Q12929	0
P12931	Q9UQC2	1	EGFR1	4	physical	SRC	GAB2	P12931	Q9UQC2	0
P12931	O15162	1	EGFR1	4	Phosphorylation	SRC	PLSCR1	P12931	O15162	0
P12931	Q14289	1	EGFR1	4	physical	SRC	PTK2B	P12931	Q14289	0
P12931	Q9H3S7	1	EGFR1	4	physical	SRC	PTPN23	P12931	Q9H3S7	0
P12931	P29353	1	EGFR1	4	physical	SRC	SHC1	P12931	P29353	0
P12931	P42229	1	EGFR1	4	physical	SRC	STAT5A	P12931	P42229	0
O95630	P00533	1	EGFR1	4	physical	STAMBP	EGFR	O95630	P00533	0
P42224	O60674	1	EGFR1	4	physical	STAT1	JAK2	P42224	O60674	0
P42224	P40763	1	EGFR1	4	physical	STAT1	STAT3	P42224	P40763	0
P40763	O60674	1	EGFR1	4	physical	STAT3	JAK2	P40763	O60674	0
P40763	Q14289	1	EGFR1	4	physical	STAT3	PTK2B	P40763	Q14289	0
P40763	P63000	1	EGFR1	4	physical	STAT3	RAC1	P40763	P63000	0
P40763	P42224	1	EGFR1	4	physical	STAT3	STAT1	P40763	P42224	0
P40763	P51692	1	EGFR1	4	physical	STAT3	STAT5B	P40763	P51692	0
P42229	P00533	1	EGFR1	4	physical	STAT5A	EGFR	P42229	P00533	0
P42229	P12931	1	EGFR1	4	physical	STAT5A	SRC	P42229	P12931	0
P51692	P00533	1	EGFR1	4	physical	STAT5B	EGFR	P51692	P00533	0
P51692	P40763	1	EGFR1	4	physical	STAT5B	STAT3	P51692	P40763	0
P61764	O14939	1	EGFR1	4	physical	STXBP1	PLD2	P61764	O14939	0
Q15583	Q13547	1	EGFR1	4	physical	TGIF1	HDAC1	Q15583	Q13547	0
Q15025	P28482	1	EGFR1	4	physical	TNIP1	MAPK1	Q15025	P28482	0
Q07912	P00533	1	EGFR1	4	physical	TNK2	EGFR	Q07912	P00533	0
Q07912	P10911	1	EGFR1	4	Phosphorylation	TNK2	MCF2	Q07912	P10911	0
Q07912	P46934	1	EGFR1	4	physical	TNK2	NEDD4	Q07912	P46934	0
P0CG47	P22681	1	EGFR1	4	physical	UBB	CBL	P0CG47	P22681	0
P0CG47	P00533	1	EGFR1	4	physical	UBB	EGFR	P0CG47	P00533	0
P0CG47	Q9UJM3	1	EGFR1	4	physical	UBB	ERRFI1	P0CG47	Q9UJM3	0
P0CG47	P62993	1	EGFR1	4	physical	UBB	GRB2	P0CG47	P62993	0
P0CG47	P00403	1	EGFR1	4	physical	UBB	MT-CO2	P0CG47	P00403	0
P0CG47	P27986	1	EGFR1	4	physical	UBB	PIK3R1	P0CG47	P27986	0
P0CG47	O00459	1	EGFR1	4	physical	UBB	PIK3R2	P0CG47	O00459	0
P0CG47	P29353	1	EGFR1	4	physical	UBB	SHC1	P0CG47	P29353	0
P0CG47	Q07889	1	EGFR1	4	physical	UBB	SOS1	P0CG47	Q07889	0
Q92738	P20339	1	EGFR1	4	physical	USP6NL	RAB5A	Q92738	P20339	0
P52735	O95782	1	EGFR1	4	physical	VAV2	AP2A1	P52735	O95782	0
P52735	P53680	1	EGFR1	4	physical	VAV2	AP2S1	P52735	P53680	0
P52735	P36542	1	EGFR1	4	physical	VAV2	ATP5C1	P52735	P36542	0
P52735	Q13191	1	EGFR1	4	physical	VAV2	CBLB	P52735	Q13191	0
P52735	P13987	1	EGFR1	4	physical	VAV2	CD59	P52735	P13987	0
P52735	P01133	1	EGFR1	4	physical	VAV2	EGF	P52735	P01133	0
P52735	P00533	1	EGFR1	4	physical	VAV2	EGFR	P52735	P00533	0
P52735	P46940	1	EGFR1	4	physical	VAV2	IQGAP1	P52735	P46940	0
P52735	P08729	1	EGFR1	4	physical	VAV2	KRT7	P52735	P08729	0
P52735	Q6WCQ1	1	EGFR1	4	physical	VAV2	MPRIP	P52735	Q6WCQ1	0
P52735	O00459	1	EGFR1	4	physical	VAV2	PIK3R2	P52735	O00459	0
P52735	Q15149	1	EGFR1	4	physical	VAV2	PLEC	P52735	Q15149	0
P52735	Q9H0H5	1	EGFR1	4	physical	VAV2	RACGAP1	P52735	Q9H0H5	0
P52735	P29353	1	EGFR1	4	physical	VAV2	SHC1	P52735	P29353	0
P52735	P62316	1	EGFR1	4	physical	VAV2	SNRPD2	P52735	P62316	0
P52735	P63104	1	EGFR1	4	physical	VAV2	YWHAZ	P52735	P63104	0
Q9UKW4	P53680	1	EGFR1	4	physical	VAV3	AP2S1	Q9UKW4	P53680	0
Q9UKW4	P13987	1	EGFR1	4	physical	VAV3	CD59	Q9UKW4	P13987	0
Q9UKW4	P00533	1	EGFR1	4	physical	VAV3	EGFR	Q9UKW4	P00533	0
Q9UKW4	P58107	1	EGFR1	4	physical	VAV3	EPPK1	Q9UKW4	P58107	0
Q9UKW4	P62993	1	EGFR1	4	physical	VAV3	GRB2	Q9UKW4	P62993	0
Q9UKW4	Q15149	1	EGFR1	4	physical	VAV3	PLEC	Q9UKW4	Q15149	0
Q9UKW4	P29353	1	EGFR1	4	physical	VAV3	SHC1	Q9UKW4	P29353	0
Q9H4A3	Q99759	1	EGFR1	4	physical	WNK1	MAP3K3	Q9H4A3	Q99759	0
P31946	Q13164	1	EGFR1	4	physical	YWHAB	MAPK7	P31946	Q13164	0
P63104	P62736	1	EGFR1	4	physical	YWHAZ	ACTA2	P63104	P62736	0
P63104	P22681	1	EGFR1	4	physical	YWHAZ	CBL	P63104	P22681	0
P63104	Q13191	1	EGFR1	4	physical	YWHAZ	CBLB	P63104	Q13191	0
P63104	P62993	1	EGFR1	4	physical	YWHAZ	GRB2	P63104	P62993	0
P63104	P27986	1	EGFR1	4	physical	YWHAZ	PIK3R1	P63104	P27986	0
P63104	O00459	1	EGFR1	4	physical	YWHAZ	PIK3R2	P63104	O00459	0
P63104	P29353	1	EGFR1	4	physical	YWHAZ	SHC1	P63104	P29353	0
P63104	Q07890	1	EGFR1	4	physical	YWHAZ	SOS2	P63104	Q07890	0
P63104	P52735	1	EGFR1	4	physical	YWHAZ	VAV2	P63104	P52735	0
