#tail	head	weight	pathway_name	pathway_ID	edge_type	tail_symbol	head_symbol	0	1	cv_part
Q8NFZ5	P21580	1	TNFalpha	9	physical	TNIP2	TNFAIP3	Q8NFZ5	P21580	0
Q15628	Q13490	1	TNFalpha	9	physical	TRADD	BIRC2	Q15628	Q13490	0
Q15628	Q9Y297	1	TNFalpha	9	physical	TRADD	BTRC	Q15628	Q9Y297	0
Q15628	Q14790	1	TNFalpha	9	physical	TRADD	CASP8	Q15628	Q14790	0
Q15628	Q13158	1	TNFalpha	9	physical	TRADD	FADD	Q15628	Q13158	0
Q15628	O14920	1	TNFalpha	9	physical	TRADD	IKBKB	Q15628	O14920	0
Q15628	Q13200	1	TNFalpha	9	physical	TRADD	PSMD2	Q15628	Q13200	0
Q15628	Q13546	1	TNFalpha	9	physical	TRADD	RIPK1	Q15628	Q13546	0
Q15628	P60602	1	TNFalpha	9	physical	TRADD	ROMO1	Q15628	P60602	0
Q15628	P19438	1	TNFalpha	9	physical	TRADD	TNFRSF1A	Q15628	P19438	0
Q13077	Q13490	1	TNFalpha	9	physical	TRAF1	BIRC2	Q13077	Q13490	0
Q13077	Q92851	1	TNFalpha	9	physical	TRAF1	CASP10	Q13077	Q92851	0
Q13077	O15519	1	TNFalpha	9	physical	TRAF1	CFLAR	Q13077	O15519	0
Q13077	Q13158	1	TNFalpha	9	physical	TRAF1	FADD	Q13077	Q13158	0
Q13077	Q9Y6K9	1	TNFalpha	9	physical	TRAF1	IKBKG	Q13077	Q9Y6K9	0
Q13077	P21580	1	TNFalpha	9	physical	TRAF1	TNFAIP3	Q13077	P21580	0
Q12933	Q13490	1	TNFalpha	9	physical	TRAF2	BIRC2	Q12933	Q13490	0
Q12933	Q92851	1	TNFalpha	9	physical	TRAF2	CASP10	Q12933	Q92851	0
Q12933	Q03135	1	TNFalpha	9	physical	TRAF2	CAV1	Q12933	Q03135	0
Q12933	O15519	1	TNFalpha	9	physical	TRAF2	CFLAR	Q12933	O15519	0
Q12933	Q13158	1	TNFalpha	9	physical	TRAF2	FADD	Q12933	Q13158	0
Q12933	O14920	1	TNFalpha	9	physical	TRAF2	IKBKB	Q12933	O14920	0
Q12933	Q13233	1	TNFalpha	9	physical	TRAF2	MAP3K1	Q12933	Q13233	0
Q12933	Q16584	1	TNFalpha	9	physical	TRAF2	MAP3K11	Q12933	Q16584	0
Q12933	Q9GZU2	1	TNFalpha	9	physical	TRAF2	PEG3	Q12933	Q9GZU2	0
Q12933	Q16512	1	TNFalpha	9	physical	TRAF2	PKN1	Q12933	Q16512	0
Q12933	Q14644	1	TNFalpha	9	physical	TRAF2	RASA3	Q12933	Q14644	0
Q12933	P60602	1	TNFalpha	9	physical	TRAF2	ROMO1	Q12933	P60602	0
Q12933	Q92844	1	TNFalpha	9	physical	TRAF2	TANK	Q12933	Q92844	0
Q12933	Q9UHD2	1	TNFalpha	9	physical	TRAF2	TBK1	Q12933	Q9UHD2	0
Q12933	P01375	1	TNFalpha	9	physical	TRAF2	TNF	Q12933	P01375	0
Q12933	P20333	1	TNFalpha	9	physical	TRAF2	TNFRSF1B	Q12933	P20333	0
Q12933	P28908	1	TNFalpha	9	physical	TRAF2	TNFRSF8	Q12933	P28908	0
Q12933	Q8TEL6	1	TNFalpha	9	physical	TRAF2	TRPC4AP	Q12933	Q8TEL6	0
Q13114	P05186	1	TNFalpha	9	physical	TRAF3	ALPL	Q13114	P05186	0
Q9BUZ4	P23443	1	TNFalpha	9	physical	TRAF4	RPS6KB1	Q9BUZ4	P23443	0
O00463	Q99558	1	TNFalpha	9	physical	TRAF5	MAP3K14	O00463	Q99558	0
Q9Y4K3	Q99558	1	TNFalpha	9	physical	TRAF6	MAP3K14	Q9Y4K3	Q99558	0
Q9Y4K3	P49116	1	TNFalpha	9	physical	TRAF6	NR2C2	Q9Y4K3	P49116	0
Q9Y4K3	P35998	1	TNFalpha	9	physical	TRAF6	PSMC2	Q9Y4K3	P35998	0
Q9Y4K3	Q9UNM6	1	TNFalpha	9	physical	TRAF6	PSMD13	Q9Y4K3	Q9UNM6	0
Q9Y4K3	Q15008	1	TNFalpha	9	physical	TRAF6	PSMD6	Q9Y4K3	Q15008	0
Q9Y4K3	Q9NYJ8	1	TNFalpha	9	physical	TRAF6	TAB2	Q9Y4K3	Q9NYJ8	0
Q9Y4K3	Q8N5C8	1	TNFalpha	9	physical	TRAF6	TAB3	Q9Y4K3	Q8N5C8	0
Q9Y4K3	Q9Y6Q6	1	TNFalpha	9	physical	TRAF6	TNFRSF11A	Q9Y4K3	Q9Y6Q6	0
Q9Y4K3	O76080	1	TNFalpha	9	physical	TRAF6	ZFAND5	Q9Y4K3	O76080	0
Q6Q0C0	Q99759	1	TNFalpha	9	physical	TRAF7	MAP3K3	Q6Q0C0	Q99759	0
Q12931	P19438	1	TNFalpha	9	physical	TRAP1	TNFRSF1A	Q12931	P19438	0
Q96Q05	Q9Y6K9	1	TNFalpha	9	physical	TRAPPC9	IKBKG	Q96Q05	Q9Y6K9	0
Q96RU7	Q04206	1	TNFalpha	9	physical	TRIB3	RELA	Q96RU7	Q04206	0
Q13049	P98170	1	TNFalpha	9	physical	TRIM32	XIAP	Q13049	P98170	0
Q13049	P98170	1	TNFalpha	9	Ubiquitination	TRIM32	XIAP	Q13049	P98170	0
Q8TEL6	Q12933	1	TNFalpha	9	physical	TRPC4AP	TRAF2	Q8TEL6	Q12933	0
P10599	Q9H3M7	1	TNFalpha	9	physical	TXN	TXNIP	P10599	Q9H3M7	0
Q9H3M7	P10599	1	TNFalpha	9	physical	TXNIP	TXN	Q9H3M7	P10599	0
P61077	P19838	1	TNFalpha	9	Ubiquitination	UBE2D3	NFKB1	P61077	P19838	0
Q8IV45	Q04206	1	TNFalpha	9	physical	UNC5CL	RELA	Q8IV45	Q04206	0
P98170	Q13049	1	TNFalpha	9	physical	XIAP	TRIM32	P98170	Q13049	0
P27348	Q99759	1	TNFalpha	9	physical	YWHAQ	MAP3K3	P27348	Q99759	0
P27348	P25963	1	TNFalpha	9	physical	YWHAQ	NFKBIA	P27348	P25963	0
P63104	Q99759	1	TNFalpha	9	physical	YWHAZ	MAP3K3	P63104	Q99759	0
O76080	Q9Y4K3	1	TNFalpha	9	physical	ZFAND5	TRAF6	O76080	Q9Y4K3	0
