#tail	head	weight	pathway_name	pathway_ID	edge_type	tail_symbol	head_symbol	0	1	cv_part
P42229	Q99490	1	Prolactin	56	physical	STAT5A	AGAP2	P42229	Q99490	1
P42229	O60674	1	Prolactin	56	physical	STAT5A	JAK2	P42229	O60674	1
P42229	Q13469	1	Prolactin	56	physical	STAT5A	NFATC2	P42229	Q13469	1
P42229	P27986	1	Prolactin	56	physical	STAT5A	PIK3R1	P42229	P27986	1
P42229	O00459	1	Prolactin	56	physical	STAT5A	PIK3R2	P42229	O00459	1
P42229	Q06124	1	Prolactin	56	physical	STAT5A	PTPN11	P42229	Q06124	1
P42229	O14512	1	Prolactin	56	physical	STAT5A	SOCS7	P42229	O14512	1
P42229	P51692	1	Prolactin	56	physical	STAT5A	STAT5B	P42229	P51692	1
P42229	P10828	1	Prolactin	56	physical	STAT5A	THRB	P42229	P10828	1
P51692	P18031	1	Prolactin	56	physical	STAT5B	PTPN1	P51692	P18031	1
P51692	O14512	1	Prolactin	56	physical	STAT5B	SOCS7	P51692	O14512	1
P51692	P42229	1	Prolactin	56	physical	STAT5B	STAT5A	P51692	P42229	1
P42680	P15498	1	Prolactin	56	physical	TEC	VAV1	P42680	P15498	1
P10828	P42229	1	Prolactin	56	physical	THRB	STAT5A	P10828	P42229	1
P15498	P51956	1	Prolactin	56	physical	VAV1	NEK3	P15498	P51956	1
P15498	P42680	1	Prolactin	56	physical	VAV1	TEC	P15498	P42680	1
P52735	P16471	1	Prolactin	56	physical	VAV2	PRLR	P52735	P16471	1
