#tail	head	weight	pathway_name	pathway_ID	edge_type	tail_symbol	head_symbol	0	1	cv_part
Q8IZP0	Q12929	1	EGFR1	4	physical	ABI1	EPS8	Q8IZP0	Q12929	1
P62736	P22681	1	EGFR1	4	physical	ACTA2	CBL	P62736	P22681	1
P62736	P01133	1	EGFR1	4	physical	ACTA2	EGF	P62736	P01133	1
P62736	P62993	1	EGFR1	4	physical	ACTA2	GRB2	P62736	P62993	1
P62736	P27986	1	EGFR1	4	physical	ACTA2	PIK3R1	P62736	P27986	1
P62736	O00459	1	EGFR1	4	physical	ACTA2	PIK3R2	P62736	O00459	1
P62736	P0CG47	1	EGFR1	4	physical	ACTA2	UBB	P62736	P0CG47	1
P62736	P52735	1	EGFR1	4	physical	ACTA2	VAV2	P62736	P52735	1
O43707	P19838	1	EGFR1	4	physical	ACTN4	NFKB1	O43707	P19838	1
P78536	P10586	1	EGFR1	4	protein_cleavage	ADAM17	PTPRF	P78536	P10586	1
P25098	P00533	1	EGFR1	4	physical	ADRBK1	EGFR	P25098	P00533	1
P31749	P00533	1	EGFR1	4	physical	AKT1	EGFR	P31749	P00533	1
P31749	P98177	1	EGFR1	4	Phosphorylation	AKT1	FOXO4	P31749	P98177	1
P07355	Q06124	1	EGFR1	4	physical	ANXA2	PTPN11	P07355	Q06124	1
O95782	P63010	1	EGFR1	4	physical	AP2A1	AP2B1	O95782	P63010	1
O95782	P13987	1	EGFR1	4	physical	AP2A1	CD59	O95782	P13987	1
O95782	P58107	1	EGFR1	4	physical	AP2A1	EPPK1	O95782	P58107	1
O95782	P42566	1	EGFR1	4	physical	AP2A1	EPS15	O95782	P42566	1
O95782	P46940	1	EGFR1	4	physical	AP2A1	IQGAP1	O95782	P46940	1
O95782	Q04695	1	EGFR1	4	physical	AP2A1	KRT17	O95782	Q04695	1
O95782	P08729	1	EGFR1	4	physical	AP2A1	KRT7	O95782	P08729	1
O95782	P05787	1	EGFR1	4	physical	AP2A1	KRT8	O95782	P05787	1
O95782	Q06124	1	EGFR1	4	physical	AP2A1	PTPN11	O95782	Q06124	1
O95782	Q9H0H5	1	EGFR1	4	physical	AP2A1	RACGAP1	O95782	Q9H0H5	1
O95782	Q2TAY7	1	EGFR1	4	physical	AP2A1	SMU1	O95782	Q2TAY7	1
O95782	P62316	1	EGFR1	4	physical	AP2A1	SNRPD2	O95782	P62316	1
O95782	Q9UKW4	1	EGFR1	4	physical	AP2A1	VAV3	O95782	Q9UKW4	1
P63010	O95782	1	EGFR1	4	physical	AP2B1	AP2A1	P63010	O95782	1
P63010	P53680	1	EGFR1	4	physical	AP2B1	AP2S1	P63010	P53680	1
P63010	Q13191	1	EGFR1	4	physical	AP2B1	CBLB	P63010	Q13191	1
P63010	P62993	1	EGFR1	4	physical	AP2B1	GRB2	P63010	P62993	1
P63010	Q6WCQ1	1	EGFR1	4	physical	AP2B1	MPRIP	P63010	Q6WCQ1	1
P63010	Q15149	1	EGFR1	4	physical	AP2B1	PLEC	P63010	Q15149	1
P63010	Q9H0H5	1	EGFR1	4	physical	AP2B1	RACGAP1	P63010	Q9H0H5	1
P63010	P62316	1	EGFR1	4	physical	AP2B1	SNRPD2	P63010	P62316	1
P63010	Q07889	1	EGFR1	4	physical	AP2B1	SOS1	P63010	Q07889	1
P63010	P52735	1	EGFR1	4	physical	AP2B1	VAV2	P63010	P52735	1
P63010	Q9UKW4	1	EGFR1	4	physical	AP2B1	VAV3	P63010	Q9UKW4	1
P53680	P63010	1	EGFR1	4	physical	AP2S1	AP2B1	P53680	P63010	1
P53680	Q13191	1	EGFR1	4	physical	AP2S1	CBLB	P53680	Q13191	1
P53680	P13987	1	EGFR1	4	physical	AP2S1	CD59	P53680	P13987	1
P53680	P62993	1	EGFR1	4	physical	AP2S1	GRB2	P53680	P62993	1
P53680	Q16695	1	EGFR1	4	physical	AP2S1	HIST3H3	P53680	Q16695	1
P53680	P46940	1	EGFR1	4	physical	AP2S1	IQGAP1	P53680	P46940	1
P53680	Q04695	1	EGFR1	4	physical	AP2S1	KRT17	P53680	Q04695	1
P53680	P05783	1	EGFR1	4	physical	AP2S1	KRT18	P53680	P05783	1
P53680	P05787	1	EGFR1	4	physical	AP2S1	KRT8	P53680	P05787	1
P53680	P29353	1	EGFR1	4	physical	AP2S1	SHC1	P53680	P29353	1
P53680	Q2TAY7	1	EGFR1	4	physical	AP2S1	SMU1	P53680	Q2TAY7	1
P53680	P62316	1	EGFR1	4	physical	AP2S1	SNRPD2	P53680	P62316	1
Q9UKG1	O94776	1	EGFR1	4	physical	APPL1	MTA2	Q9UKG1	O94776	1
Q9UKG1	Q16576	1	EGFR1	4	physical	APPL1	RBBP7	Q9UKG1	Q16576	1
Q8NEU8	Q16576	1	EGFR1	4	physical	APPL2	RBBP7	Q8NEU8	Q16576	1
P10398	Q02750	1	EGFR1	4	Phosphorylation	ARAF	MAP2K1	P10398	Q02750	1
P18085	P00533	1	EGFR1	4	physical	ARF4	EGFR	P18085	P00533	1
Q9ULH1	Q8NFH8	1	EGFR1	4	physical	ASAP1	REPS2	Q9ULH1	Q8NFH8	1
Q9ULH1	Q96B97	1	EGFR1	4	physical	ASAP1	SH3KBP1	Q9ULH1	Q96B97	1
P36542	P22681	1	EGFR1	4	physical	ATP5C1	CBL	P36542	P22681	1
P36542	Q13191	1	EGFR1	4	physical	ATP5C1	CBLB	P36542	Q13191	1
P36542	P00533	1	EGFR1	4	physical	ATP5C1	EGFR	P36542	P00533	1
P36542	Q9UJM3	1	EGFR1	4	physical	ATP5C1	ERRFI1	P36542	Q9UJM3	1
P36542	P00403	1	EGFR1	4	physical	ATP5C1	MT-CO2	P36542	P00403	1
P36542	P29353	1	EGFR1	4	physical	ATP5C1	SHC1	P36542	P29353	1
P36542	P0CG47	1	EGFR1	4	physical	ATP5C1	UBB	P36542	P0CG47	1
P36542	P63104	1	EGFR1	4	physical	ATP5C1	YWHAZ	P36542	P63104	1
Q99700	P00533	1	EGFR1	4	physical	ATXN2	EGFR	Q99700	P00533	1
P15056	P46940	1	EGFR1	4	physical	BRAF	IQGAP1	P15056	P46940	1
P15056	P01116	1	EGFR1	4	physical	BRAF	KRAS	P15056	P01116	1
P55211	P27361	1	EGFR1	4	physical	CASP9	MAPK3	P55211	P27361	1
Q03135	Q05193	1	EGFR1	4	physical	CAV1	DNM1	Q03135	Q05193	1
Q03135	P00533	1	EGFR1	4	physical	CAV1	EGFR	Q03135	P00533	1
Q03135	P27361	1	EGFR1	4	physical	CAV1	MAPK3	Q03135	P27361	1
Q03135	Q13393	1	EGFR1	4	physical	CAV1	PLD1	Q03135	Q13393	1
Q03135	P12931	1	EGFR1	4	physical	CAV1	SRC	Q03135	P12931	1
P51636	P16333	1	EGFR1	4	physical	CAV2	NCK1	P51636	P16333	1
P51636	P12931	1	EGFR1	4	physical	CAV2	SRC	P51636	P12931	1
P22681	P62736	1	EGFR1	4	physical	CBL	ACTA2	P22681	P62736	1
P22681	P36542	1	EGFR1	4	physical	CBL	ATP5C1	P22681	P36542	1
P22681	Q13191	1	EGFR1	4	physical	CBL	CBLB	P22681	Q13191	1
P22681	P46108	1	EGFR1	4	physical	CBL	CRK	P22681	P46108	1
P22681	P01133	1	EGFR1	4	physical	CBL	EGF	P22681	P01133	1
P22681	P62993	1	EGFR1	4	physical	CBL	GRB2	P22681	P62993	1
P22681	P19174	1	EGFR1	4	physical	CBL	PLCG1	P22681	P19174	1
P22681	Q96B97	1	EGFR1	4	physical	CBL	SH3KBP1	P22681	Q96B97	1
P22681	P29353	1	EGFR1	4	physical	CBL	SHC1	P22681	P29353	1
P22681	P62316	1	EGFR1	4	physical	CBL	SNRPD2	P22681	P62316	1
P22681	Q07890	1	EGFR1	4	physical	CBL	SOS2	P22681	Q07890	1
P22681	P52735	1	EGFR1	4	physical	CBL	VAV2	P22681	P52735	1
Q13191	P63010	1	EGFR1	4	physical	CBLB	AP2B1	Q13191	P63010	1
Q13191	P53680	1	EGFR1	4	physical	CBLB	AP2S1	Q13191	P53680	1
Q13191	P36542	1	EGFR1	4	physical	CBLB	ATP5C1	Q13191	P36542	1
Q13191	P22681	1	EGFR1	4	physical	CBLB	CBL	Q13191	P22681	1
Q13191	P13987	1	EGFR1	4	physical	CBLB	CD59	Q13191	P13987	1
Q13191	P00533	1	EGFR1	4	Ubiquitination	CBLB	EGFR	Q13191	P00533	1
Q13191	P00533	1	EGFR1	4	physical	CBLB	EGFR	Q13191	P00533	1
Q13191	Q9UJM3	1	EGFR1	4	physical	CBLB	ERRFI1	Q13191	Q9UJM3	1
Q13191	P62993	1	EGFR1	4	physical	CBLB	GRB2	Q13191	P62993	1
Q13191	Q16695	1	EGFR1	4	physical	CBLB	HIST3H3	Q13191	Q16695	1
Q13191	P05783	1	EGFR1	4	physical	CBLB	KRT18	Q13191	P05783	1
Q13191	Q6WCQ1	1	EGFR1	4	physical	CBLB	MPRIP	Q13191	Q6WCQ1	1
Q13191	P00403	1	EGFR1	4	physical	CBLB	MT-CO2	Q13191	P00403	1
Q13191	P27986	1	EGFR1	4	physical	CBLB	PIK3R1	Q13191	P27986	1
Q13191	Q15149	1	EGFR1	4	physical	CBLB	PLEC	Q13191	Q15149	1
Q13191	P62316	1	EGFR1	4	physical	CBLB	SNRPD2	Q13191	P62316	1
Q13191	P0CG47	1	EGFR1	4	physical	CBLB	UBB	Q13191	P0CG47	1
Q13191	Q9UKW4	1	EGFR1	4	physical	CBLB	VAV3	Q13191	Q9UKW4	1
Q9ULV8	P00533	1	EGFR1	4	physical	CBLC	EGFR	Q9ULV8	P00533	1
Q9ULV8	P62993	1	EGFR1	4	physical	CBLC	GRB2	Q9ULV8	P62993	1
Q9ULV8	O43597	1	EGFR1	4	physical	CBLC	SPRY2	Q9ULV8	O43597	1
Q6P1N0	O15530	1	EGFR1	4	physical	CC2D1A	PDPK1	Q6P1N0	O15530	1
P13987	O95782	1	EGFR1	4	physical	CD59	AP2A1	P13987	O95782	1
P13987	P53680	1	EGFR1	4	physical	CD59	AP2S1	P13987	P53680	1
P13987	Q13191	1	EGFR1	4	physical	CD59	CBLB	P13987	Q13191	1
P13987	P00533	1	EGFR1	4	physical	CD59	EGFR	P13987	P00533	1
P13987	P62993	1	EGFR1	4	physical	CD59	GRB2	P13987	P62993	1
P13987	Q6WCQ1	1	EGFR1	4	physical	CD59	MPRIP	P13987	Q6WCQ1	1
P13987	Q15149	1	EGFR1	4	physical	CD59	PLEC	P13987	Q15149	1
P13987	Q9H0H5	1	EGFR1	4	physical	CD59	RACGAP1	P13987	Q9H0H5	1
P13987	P29353	1	EGFR1	4	physical	CD59	SHC1	P13987	P29353	1
P13987	P62316	1	EGFR1	4	physical	CD59	SNRPD2	P13987	P62316	1
P13987	Q07889	1	EGFR1	4	physical	CD59	SOS1	P13987	Q07889	1
P60953	Q9Y6R4	1	EGFR1	4	physical	CDC42	MAP3K4	P60953	Q9Y6R4	1
P60953	Q07912	1	EGFR1	4	physical	CDC42	TNK2	P60953	Q07912	1
P49715	P01106	1	EGFR1	4	physical	CEBPA	MYC	P49715	P01106	1
P17676	P01106	1	EGFR1	4	physical	CEBPB	MYC	P17676	P01106	1
P46108	P22681	1	EGFR1	4	physical	CRK	CBL	P46108	P22681	1
P46108	P62993	1	EGFR1	4	physical	CRK	GRB2	P46108	P62993	1
P46108	P45983	1	EGFR1	4	physical	CRK	MAPK8	P46108	P45983	1
P46108	Q07889	1	EGFR1	4	physical	CRK	SOS1	P46108	Q07889	1
Q05193	Q03135	1	EGFR1	4	physical	DNM1	CAV1	Q05193	Q03135	1
O60496	P16333	1	EGFR1	4	physical	DOK2	NCK1	O60496	P16333	1
O60496	P20936	1	EGFR1	4	physical	DOK2	RASA1	O60496	P20936	1
P68104	O75312	1	EGFR1	4	physical	EEF1A1	ZNF259	P68104	O75312	1
P01133	P62736	1	EGFR1	4	physical	EGF	ACTA2	P01133	P62736	1
P01133	P22681	1	EGFR1	4	physical	EGF	CBL	P01133	P22681	1
P01133	O00459	1	EGFR1	4	physical	EGF	PIK3R2	P01133	O00459	1
P01133	Q07889	1	EGFR1	4	physical	EGF	SOS1	P01133	Q07889	1
P01133	Q07890	1	EGFR1	4	physical	EGF	SOS2	P01133	Q07890	1
P01133	P0CG47	1	EGFR1	4	physical	EGF	UBB	P01133	P0CG47	1
P01133	P63104	1	EGFR1	4	physical	EGF	YWHAZ	P01133	P63104	1
P00533	P25098	1	EGFR1	4	physical	EGFR	ADRBK1	P00533	P25098	1
P00533	P31749	1	EGFR1	4	physical	EGFR	AKT1	P00533	P31749	1
P00533	P18085	1	EGFR1	4	physical	EGFR	ARF4	P00533	P18085	1
P00533	P36542	1	EGFR1	4	physical	EGFR	ATP5C1	P00533	P36542	1
P00533	Q99700	1	EGFR1	4	physical	EGFR	ATXN2	P00533	Q99700	1
P00533	Q03135	1	EGFR1	4	physical	EGFR	CAV1	P00533	Q03135	1
P00533	Q13191	1	EGFR1	4	physical	EGFR	CBLB	P00533	Q13191	1
P00533	Q9ULV8	1	EGFR1	4	physical	EGFR	CBLC	P00533	Q9ULV8	1
P00533	P13987	1	EGFR1	4	physical	EGFR	CD59	P00533	P13987	1
P00533	P13688	1	EGFR1	4	Phosphorylation	EGFR	CEACAM1	P00533	P13688	1
P00533	P58107	1	EGFR1	4	physical	EGFR	EPPK1	P00533	P58107	1
P00533	P42566	1	EGFR1	4	Phosphorylation	EGFR	EPS15	P00533	P42566	1
P00533	P42566	1	EGFR1	4	physical	EGFR	EPS15	P00533	P42566	1
P00533	P04626	1	EGFR1	4	physical	EGFR	ERBB2	P00533	P04626	1
P00533	Q9H706	1	EGFR1	4	physical	EGFR	GAREM	P00533	Q9H706	1
P00533	Q8NFM7	1	EGFR1	4	physical	EGFR	IL17RD	P00533	Q8NFM7	1
P00533	O15357	1	EGFR1	4	physical	EGFR	INPPL1	P00533	O15357	1
P00533	P46940	1	EGFR1	4	physical	EGFR	IQGAP1	P00533	P46940	1
P00533	P23458	1	EGFR1	4	Phosphorylation	EGFR	JAK1	P00533	P23458	1
P00533	O60674	1	EGFR1	4	Phosphorylation	EGFR	JAK2	P00533	O60674	1
P00533	P08729	1	EGFR1	4	physical	EGFR	KRT7	P00533	P08729	1
P00533	P28482	1	EGFR1	4	physical	EGFR	MAPK1	P00533	P28482	1
P00533	Q6WCQ1	1	EGFR1	4	physical	EGFR	MPRIP	P00533	Q6WCQ1	1
P00533	P00403	1	EGFR1	4	physical	EGFR	MT-CO2	P00533	P00403	1
P00533	O43639	1	EGFR1	4	physical	EGFR	NCK2	P00533	O43639	1
P00533	Q13153	1	EGFR1	4	physical	EGFR	PAK1	P00533	Q13153	1
P00533	O15530	1	EGFR1	4	physical	EGFR	PDPK1	P00533	O15530	1
P00533	O00459	1	EGFR1	4	physical	EGFR	PIK3R2	P00533	O00459	1
P00533	P19174	1	EGFR1	4	physical	EGFR	PLCG1	P00533	P19174	1
P00533	P19174	1	EGFR1	4	Phosphorylation	EGFR	PLCG1	P00533	P19174	1
P00533	Q13393	1	EGFR1	4	physical	EGFR	PLD1	P00533	Q13393	1
P00533	O14939	1	EGFR1	4	physical	EGFR	PLD2	P00533	O14939	1
P00533	O14939	1	EGFR1	4	Phosphorylation	EGFR	PLD2	P00533	O14939	1
P00533	Q06190	1	EGFR1	4	physical	EGFR	PPP2R3A	P00533	Q06190	1
P00533	P10644	1	EGFR1	4	physical	EGFR	PRKAR1A	P00533	P10644	1
P00533	P17252	1	EGFR1	4	physical	EGFR	PRKCA	P00533	P17252	1
P00533	Q05655	1	EGFR1	4	physical	EGFR	PRKCD	P00533	Q05655	1
P00533	Q05397	1	EGFR1	4	physical	EGFR	PTK2	P00533	Q05397	1
P00533	Q06124	1	EGFR1	4	physical	EGFR	PTPN11	P00533	Q06124	1
P00533	P29350	1	EGFR1	4	physical	EGFR	PTPN6	P00533	P29350	1
P00533	P29350	1	EGFR1	4	Phosphorylation	EGFR	PTPN6	P00533	P29350	1
P00533	Q13546	1	EGFR1	4	physical	EGFR	RIPK1	P00533	Q13546	1
P00533	P29353	1	EGFR1	4	physical	EGFR	SHC1	P00533	P29353	1
P00533	P29353	1	EGFR1	4	Phosphorylation	EGFR	SHC1	P00533	P29353	1
P00533	P62316	1	EGFR1	4	physical	EGFR	SNRPD2	P00533	P62316	1
P00533	P12931	1	EGFR1	4	physical	EGFR	SRC	P00533	P12931	1
P00533	P42224	1	EGFR1	4	physical	EGFR	STAT1	P00533	P42224	1
P00533	P42224	1	EGFR1	4	Phosphorylation	EGFR	STAT1	P00533	P42224	1
P00533	P40763	1	EGFR1	4	physical	EGFR	STAT3	P00533	P40763	1
P00533	P40763	1	EGFR1	4	Phosphorylation	EGFR	STAT3	P00533	P40763	1
P00533	P15498	1	EGFR1	4	physical	EGFR	VAV1	P00533	P15498	1
P00533	P63104	1	EGFR1	4	physical	EGFR	YWHAZ	P00533	P63104	1
Q9Y6I3	Q9UBC2	1	EGFR1	4	physical	EPN1	EPS15L1	Q9Y6I3	Q9UBC2	1
P58107	O95782	1	EGFR1	4	physical	EPPK1	AP2A1	P58107	O95782	1
P58107	P00533	1	EGFR1	4	physical	EPPK1	EGFR	P58107	P00533	1
P58107	Q04695	1	EGFR1	4	physical	EPPK1	KRT17	P58107	Q04695	1
P58107	P08729	1	EGFR1	4	physical	EPPK1	KRT7	P58107	P08729	1
P58107	P05787	1	EGFR1	4	physical	EPPK1	KRT8	P58107	P05787	1
P58107	Q6WCQ1	1	EGFR1	4	physical	EPPK1	MPRIP	P58107	Q6WCQ1	1
P58107	Q06124	1	EGFR1	4	physical	EPPK1	PTPN11	P58107	Q06124	1
P58107	Q2TAY7	1	EGFR1	4	physical	EPPK1	SMU1	P58107	Q2TAY7	1
P58107	P52735	1	EGFR1	4	physical	EPPK1	VAV2	P58107	P52735	1
P42566	O95782	1	EGFR1	4	physical	EPS15	AP2A1	P42566	O95782	1
P42566	P00533	1	EGFR1	4	physical	EPS15	EGFR	P42566	P00533	1
Q9UBC2	Q9Y6I3	1	EGFR1	4	physical	EPS15L1	EPN1	Q9UBC2	Q9Y6I3	1
Q12929	Q8IZP0	1	EGFR1	4	physical	EPS8	ABI1	Q12929	Q8IZP0	1
Q12929	P29353	1	EGFR1	4	physical	EPS8	SHC1	Q12929	P29353	1
Q12929	Q92738	1	EGFR1	4	physical	EPS8	USP6NL	Q12929	Q92738	1
P04626	P00533	1	EGFR1	4	physical	ERBB2	EGFR	P04626	P00533	1
Q9UJM3	P36542	1	EGFR1	4	physical	ERRFI1	ATP5C1	Q9UJM3	P36542	1
Q9UJM3	Q13191	1	EGFR1	4	physical	ERRFI1	CBLB	Q9UJM3	Q13191	1
Q9UJM3	P62993	1	EGFR1	4	physical	ERRFI1	GRB2	Q9UJM3	P62993	1
Q9UJM3	O00459	1	EGFR1	4	physical	ERRFI1	PIK3R2	Q9UJM3	O00459	1
Q9UJM3	P62316	1	EGFR1	4	physical	ERRFI1	SNRPD2	Q9UJM3	P62316	1
Q9UJM3	Q07889	1	EGFR1	4	physical	ERRFI1	SOS1	Q9UJM3	Q07889	1
Q9UJM3	Q07890	1	EGFR1	4	physical	ERRFI1	SOS2	Q9UJM3	Q07890	1
Q9UJM3	P52735	1	EGFR1	4	physical	ERRFI1	VAV2	Q9UJM3	P52735	1
Q9UJM3	P63104	1	EGFR1	4	physical	ERRFI1	YWHAZ	Q9UJM3	P63104	1
O75955	Q14254	1	EGFR1	4	physical	FLOT1	FLOT2	O75955	Q14254	1
Q14254	O75955	1	EGFR1	4	physical	FLOT2	FLOT1	Q14254	O75955	1
P01100	P05412	1	EGFR1	4	physical	FOS	JUN	P01100	P05412	1
P01100	P17535	1	EGFR1	4	physical	FOS	JUND	P01100	P17535	1
O43559	P28482	1	EGFR1	4	physical	FRS3	MAPK1	O43559	P28482	1
Q13480	P42336	1	EGFR1	4	physical	GAB1	PIK3CA	Q13480	P42336	1
Q13480	P42338	1	EGFR1	4	physical	GAB1	PIK3CB	Q13480	P42338	1
Q13480	O00329	1	EGFR1	4	physical	GAB1	PIK3CD	Q13480	O00329	1
Q13480	P27986	1	EGFR1	4	physical	GAB1	PIK3R1	Q13480	P27986	1
Q13480	O00459	1	EGFR1	4	physical	GAB1	PIK3R2	Q13480	O00459	1
Q13480	P19174	1	EGFR1	4	physical	GAB1	PLCG1	Q13480	P19174	1
Q9UQC2	P62993	1	EGFR1	4	physical	GAB2	GRB2	Q9UQC2	P62993	1
Q9UQC2	Q06124	1	EGFR1	4	physical	GAB2	PTPN11	Q9UQC2	Q06124	1
Q9H706	P00533	1	EGFR1	4	physical	GAREM	EGFR	Q9H706	P00533	1
Q9H706	Q06124	1	EGFR1	4	physical	GAREM	PTPN11	Q9H706	Q06124	1
Q13322	Q99558	1	EGFR1	4	physical	GRB10	MAP3K14	Q13322	Q99558	1
Q14449	Q99558	1	EGFR1	4	physical	GRB14	MAP3K14	Q14449	Q99558	1
P62993	P62736	1	EGFR1	4	physical	GRB2	ACTA2	P62993	P62736	1
P62993	P63010	1	EGFR1	4	physical	GRB2	AP2B1	P62993	P63010	1
P62993	P53680	1	EGFR1	4	physical	GRB2	AP2S1	P62993	P53680	1
P62993	P22681	1	EGFR1	4	physical	GRB2	CBL	P62993	P22681	1
P62993	Q13191	1	EGFR1	4	physical	GRB2	CBLB	P62993	Q13191	1
P62993	Q9ULV8	1	EGFR1	4	physical	GRB2	CBLC	P62993	Q9ULV8	1
P62993	P13987	1	EGFR1	4	physical	GRB2	CD59	P62993	P13987	1
P62993	P46108	1	EGFR1	4	physical	GRB2	CRK	P62993	P46108	1
P62993	Q9UJM3	1	EGFR1	4	physical	GRB2	ERRFI1	P62993	Q9UJM3	1
P62993	Q9UQC2	1	EGFR1	4	physical	GRB2	GAB2	P62993	Q9UQC2	1
P62993	Q16695	1	EGFR1	4	physical	GRB2	HIST3H3	P62993	Q16695	1
P62993	P46940	1	EGFR1	4	physical	GRB2	IQGAP1	P62993	P46940	1
P62993	Q04695	1	EGFR1	4	physical	GRB2	KRT17	P62993	Q04695	1
P62993	P05783	1	EGFR1	4	physical	GRB2	KRT18	P62993	P05783	1
P62993	P05787	1	EGFR1	4	physical	GRB2	KRT8	P62993	P05787	1
P62993	O00750	1	EGFR1	4	physical	GRB2	PIK3C2B	P62993	O00750	1
P62993	P27986	1	EGFR1	4	physical	GRB2	PIK3R1	P62993	P27986	1
P62993	O00459	1	EGFR1	4	physical	GRB2	PIK3R2	P62993	O00459	1
P62993	Q05209	1	EGFR1	4	physical	GRB2	PTPN12	P62993	Q05209	1
P62993	Q96D71	1	EGFR1	4	physical	GRB2	REPS1	P62993	Q96D71	1
P62993	P29353	1	EGFR1	4	physical	GRB2	SHC1	P62993	P29353	1
P62993	Q2TAY7	1	EGFR1	4	physical	GRB2	SMU1	P62993	Q2TAY7	1
P62993	P62316	1	EGFR1	4	physical	GRB2	SNRPD2	P62993	P62316	1
P62993	Q07889	1	EGFR1	4	physical	GRB2	SOS1	P62993	Q07889	1
P62993	Q07912	1	EGFR1	4	physical	GRB2	TNK2	P62993	Q07912	1
P62993	P52735	1	EGFR1	4	physical	GRB2	VAV2	P62993	P52735	1
Q14451	Q99558	1	EGFR1	4	physical	GRB7	MAP3K14	Q14451	Q99558	1
O00291	P42858	1	EGFR1	4	physical	HIP1	HTT	O00291	P42858	1
Q16695	P53680	1	EGFR1	4	physical	HIST3H3	AP2S1	Q16695	P53680	1
Q16695	Q13191	1	EGFR1	4	physical	HIST3H3	CBLB	Q16695	Q13191	1
Q16695	P62993	1	EGFR1	4	physical	HIST3H3	GRB2	Q16695	P62993	1
Q16695	Q6WCQ1	1	EGFR1	4	physical	HIST3H3	MPRIP	Q16695	Q6WCQ1	1
Q16695	Q15149	1	EGFR1	4	physical	HIST3H3	PLEC	Q16695	Q15149	1
Q16695	Q9H0H5	1	EGFR1	4	physical	HIST3H3	RACGAP1	Q16695	Q9H0H5	1
Q16695	P29353	1	EGFR1	4	physical	HIST3H3	SHC1	Q16695	P29353	1
Q16695	P62316	1	EGFR1	4	physical	HIST3H3	SNRPD2	Q16695	P62316	1
Q16695	Q07889	1	EGFR1	4	physical	HIST3H3	SOS1	Q16695	Q07889	1
Q16695	P52735	1	EGFR1	4	physical	HIST3H3	VAV2	Q16695	P52735	1
Q16695	Q9UKW4	1	EGFR1	4	physical	HIST3H3	VAV3	Q16695	Q9UKW4	1
P01112	Q13233	1	EGFR1	4	physical	HRAS	MAP3K1	P01112	Q13233	1
P01112	Q9P212	1	EGFR1	4	physical	HRAS	PLCE1	P01112	Q9P212	1
P01112	P04049	1	EGFR1	4	physical	HRAS	RAF1	P01112	P04049	1
P01112	Q12967	1	EGFR1	4	physical	HRAS	RALGDS	P01112	Q12967	1
P42858	O00291	1	EGFR1	4	physical	HTT	HIP1	P42858	O00291	1
P42858	P20936	1	EGFR1	4	physical	HTT	RASA1	P42858	P20936	1
Q8NFM7	P00533	1	EGFR1	4	physical	IL17RD	EGFR	Q8NFM7	P00533	1
O15357	P00533	1	EGFR1	4	physical	INPPL1	EGFR	O15357	P00533	1
P46940	O95782	1	EGFR1	4	physical	IQGAP1	AP2A1	P46940	O95782	1
P46940	P53680	1	EGFR1	4	physical	IQGAP1	AP2S1	P46940	P53680	1
P46940	P15056	1	EGFR1	4	physical	IQGAP1	BRAF	P46940	P15056	1
P46940	P00533	1	EGFR1	4	physical	IQGAP1	EGFR	P46940	P00533	1
P46940	P62993	1	EGFR1	4	physical	IQGAP1	GRB2	P46940	P62993	1
P46940	P08729	1	EGFR1	4	physical	IQGAP1	KRT7	P46940	P08729	1
P46940	Q15149	1	EGFR1	4	physical	IQGAP1	PLEC	P46940	Q15149	1
P46940	Q06124	1	EGFR1	4	physical	IQGAP1	PTPN11	P46940	Q06124	1
P46940	Q9H0H5	1	EGFR1	4	physical	IQGAP1	RACGAP1	P46940	Q9H0H5	1
P46940	P29353	1	EGFR1	4	physical	IQGAP1	SHC1	P46940	P29353	1
P46940	Q07889	1	EGFR1	4	physical	IQGAP1	SOS1	P46940	Q07889	1
P46940	Q9UKW4	1	EGFR1	4	physical	IQGAP1	VAV3	P46940	Q9UKW4	1
P23458	P42224	1	EGFR1	4	physical	JAK1	STAT1	P23458	P42224	1
P23458	P40763	1	EGFR1	4	physical	JAK1	STAT3	P23458	P40763	1
O60674	Q05209	1	EGFR1	4	physical	JAK2	PTPN12	O60674	Q05209	1
P05412	P01100	1	EGFR1	4	physical	JUN	FOS	P05412	P01100	1
P05412	P27361	1	EGFR1	4	physical	JUN	MAPK3	P05412	P27361	1
P17535	P01100	1	EGFR1	4	physical	JUND	FOS	P17535	P01100	1
P01116	P15056	1	EGFR1	4	physical	KRAS	BRAF	P01116	P15056	1
Q04695	O95782	1	EGFR1	4	physical	KRT17	AP2A1	Q04695	O95782	1
Q04695	P53680	1	EGFR1	4	physical	KRT17	AP2S1	Q04695	P53680	1
Q04695	P58107	1	EGFR1	4	physical	KRT17	EPPK1	Q04695	P58107	1
Q04695	P62993	1	EGFR1	4	physical	KRT17	GRB2	Q04695	P62993	1
Q04695	P08729	1	EGFR1	4	physical	KRT17	KRT7	Q04695	P08729	1
Q04695	Q6WCQ1	1	EGFR1	4	physical	KRT17	MPRIP	Q04695	Q6WCQ1	1
Q04695	Q15149	1	EGFR1	4	physical	KRT17	PLEC	Q04695	Q15149	1
Q04695	Q06124	1	EGFR1	4	physical	KRT17	PTPN11	Q04695	Q06124	1
Q04695	Q9H0H5	1	EGFR1	4	physical	KRT17	RACGAP1	Q04695	Q9H0H5	1
Q04695	P52735	1	EGFR1	4	physical	KRT17	VAV2	Q04695	P52735	1
Q04695	Q9UKW4	1	EGFR1	4	physical	KRT17	VAV3	Q04695	Q9UKW4	1
