#node1	node2
Q99759	Q9Y281
P0C7T3	P38405
Q02156	Q5SW24
P21802	P55075
P51858	Q13485
A8K6C2	P38484
P06899	Q9BTM1
P35080	Q9C0J8
P56746	P56856
Q13573	Q9Y5K5
P60510	Q00005
Q7Z4H7	Q9Y580
P22626	Q15366
P37268	Q9Y265
Q15648	Q9NWA0
P22033	Q14197
Q15287	Q9BXP5
P08172	P50151
P28482	Q02750
Q15750	Q9Y6K9
O60684	O95154
P48357	P60568
Q13153	Q96L33
Q9H9T3	Q9Y5B9
P35579	Q02045
P01106	Q9UHV9
P05388	P60709
A4D0S4	P17301
P05412	Q99966
Q8NEM7	Q9HBM6
P49841	Q14397
P08754	Q15147
P01566	P14784
P12980	Q96B36
P40189	Q86WN2
P38936	P41235
O14625	P32248
O00748	Q01094
P00414	P08246
P42677	P62269
P07900	Q9GZX7
P63173	Q5JVS0
P00488	P04792
P28221	P63211
O15551	O75508
P41279	Q04864
O15264	Q15080
P00519	Q14999
P12956	Q9NYB0
O60258	P35968
P01730	P04440
P15622	P36406
O00574	Q8WTQ7
P42224	Q99731
P56945	P84022
Q96L33	Q96N67
Q9BRK4	Q9NWB1
P02768	Q15758
O75940	Q9NR30
O14939	P17252
P18621	P61927
Q13315	Q9NQS1
P02458	P05556
O75947	Q14197
P43405	Q8NHL6
P12814	Q9UQM7
P11021	Q9HCK5
P08138	P08620
P46094	P52333
Q15438	Q96L92
Q5VVX9	Q96LD4
O75925	P46937
Q13153	Q9UBI6
P06899	Q16514
P13501	P27986
Q16678	Q9UBE0
O60383	Q9Y3A3
Q92769	Q9HD15
P01106	P25788
P35637	P49841
Q02156	Q86YW0
P02458	P18084
P55072	Q8NHG7
Q8TEW0	Q9BYG5
P35626	Q8NH64
O94906	O95400
P01584	Q9ULZ3
P29350	P43626
O15444	P51677
Q99062	Q9P0W0
P63165	Q9H5H4
Q9NQR9	Q9UGI9
P51532	Q01831
P01100	P42224
P24928	Q13573
Q13323	Q92843
O95819	Q08211
O00459	P16520
O60762	Q9Y5V3
Q13535	Q14966
P29475	Q16849
P49407	Q96J02
O75390	P02511
P04222	P62158
P40337	Q02543
P51965	Q96FW1
P32969	P61927
O00311	O43913
O75688	Q00534
P04141	P07910
P47712	Q09472
P30154	Q9BXT2
P67809	Q00577
Q7Z6L1	Q9BTE3
O75528	Q9Y4A5
P22612	P48051
Q03111	Q03164
P56703	Q14332
O43318	O43541
Q12778	Q92585
P62316	Q07890
P62424	Q9UKV8
P68363	Q9NRH3
O60684	Q14872
O43707	P18564
O00400	Q9P1U0
O95977	Q14344
P07948	Q13432
P13569	P61619
Q7L5N1	Q9UNS2
Q96DC7	Q9UMX0
O75821	Q9UBQ5
O60232	Q99873
P01241	P15924
Q00005	Q9HAV7
P50148	Q13255
P30559	Q9NY47
Q93074	Q9Y2X0
P13569	Q6UVK1
Q16637	Q8IY18
P51817	P55011
O95870	Q96KC8
P18075	P27037
P41182	Q9NTK5
Q13111	Q99877
Q8N1F8	Q8NHQ1
P01106	Q14571
O75610	P61812
O15230	Q05397
P11717	Q9UJY5
P07237	P16871
O60840	Q15173
Q15427	Q92841
O15055	P63208
O15015	Q99750
O15258	Q16891
O95741	P04183
P04275	P26012
P60520	Q04637
P26447	Q00987
O75396	Q12981
P48729	Q13469
P62805	Q9Y5K5
Q5SRE5	Q8NFH3
P62993	Q07912
Q08209	Q14318
P00533	P62736
O95402	Q96G25
P04628	P78504
Q9C0C4	Q9ULL4
P13671	P16333
P01106	Q9C0K1
P12270	Q92621
P01106	Q96AE7
Q02750	Q96S96
O95347	Q6IBW4
P16422	Q8NEV4
P26378	Q9NZI8
P30153	Q7Z3S7
Q8IY92	Q96D46
P10301	Q8IV61
P19387	P61218
P50539	Q6XUX3
Q99836	Q9H0E2
P01236	Q99062
P27482	Q9H0B3
Q16520	Q16649
Q13535	Q8N5P1
P50402	Q7L190
P42336	Q8TCU6
O43439	Q96ST3
P20936	P62993
P38646	Q13077
Q99459	Q9UPN3
P63279	Q9Y265
P10912	Q9NYY1
O95222	P35626
P01889	P26717
P61601	Q86UW9
Q13148	Q9BTT4
P12109	P53708
P48736	Q07889
Q01094	Q04206
O96019	P51531
P49642	P62195
O43395	Q15428
P51817	Q14573
O14561	Q9UI09
P05771	P10398
Q8NI60	Q9Y5V3
P05556	Q13797
P51808	Q96BS2
P63104	P78371
Q8WVZ9	Q9H7E9
P62424	P62750
O75643	P23508
P26441	Q08334
P63208	Q969H0
O43570	Q9UER7
O14513	P06241
O75369	P26012
P08651	Q9H0I9
P17948	Q9ULV8
O15519	Q13158
Q16659	Q9BUB5
P09884	Q01094
P60709	Q13796
P01106	Q9UNP4
P21802	Q9NSA1
P50150	Q8WYR1
P06737	P62158
P40337	P42771
P43246	Q9Y6K9
A8MT69	Q9BTP7
Q16625	Q9Y5I7
P04083	P31949
P46527	Q08999
O43524	Q08050
Q16254	Q9HB71
P08631	P27986
P27361	P46695
P62987	Q16236
Q02750	Q9H4A3
P06241	P51805
Q13077	Q5T1R4
Q6WCQ1	Q9Y230
O94806	P12931
Q13362	Q5FBB7
P11142	P61073
P16885	P23458
P53778	P63151
Q9UK45	Q9Y4Z0
Q96GM8	Q9Y4Z0
P42566	Q13315
P49755	Q15363
P28749	Q9UPP1
P16220	Q5HYC2
P01889	Q96CX2
P49674	Q12789
Q07157	Q8N7P3
P32456	Q9Y333
P13725	Q13261
O43927	P49682
Q15746	Q9P286
P13569	P62979
O94864	P01106
O00238	P48454
P23229	Q14031
5512	P62136
P22612	P48058
O75446	Q9H160
Q16787	Q9UKX5
P02647	P17931
O43908	P13747
Q12933	Q9NYA1
Q13769	Q9H4D5
P49662	Q14116
O75716	Q9NRH2
P31946	Q15569
O15498	Q96AJ9
Q9H1J5	Q9Y5W5
P29353	Q13191
P99999	Q9UHQ9
O15516	Q16526
P04183	P16278
P52735	Q5SW79
P62993	Q9Y3U8
Q8N7H5	Q92541
P05387	P18124
O00311	P38936
P57739	Q9UDY2
P35232	Q13268
P10912	P27986
P20226	P42858
P26447	Q99075
P23229	Q9UKX5
Q04206	Q9BWQ8
P15153	P51805
O75478	Q12962
P09619	Q05209
P62244	Q15843
Q13573	Q9NVD7
P08581	Q9GZP0
P54259	Q09013
Q13522	Q9Y243
P68133	Q9UBU8
O75581	Q9UBP4
P21796	Q13268
P28074	Q96BK5
O00291	Q14790
O14543	Q6UXL0
O15169	Q16821
Q15475	Q8NES3
O75665	Q9H7U1
P14625	P31751
P05549	Q99967
P28288	P33897
P08670	Q9P2H0
O15123	P09619
P13010	Q12905
P04004	Q05397
O00217	O95182
P21802	Q13191
P16112	P98095
P68400	Q16665
O15516	Q92831
Q8WWM7	Q99836
P16220	P35680
Q8WYB5	Q8WYH8
P62081	P62847
P21333	P49768
A8MTJ3	Q9NYW6
P05412	P10275
Q16543	Q9Y478
P04637	Q9UI32
O95072	P30153
P43364	Q9BXY8
Q6AHZ1	Q6VMQ6
P68431	Q15788
P08138	Q92913
P40337	Q00005
P62280	P62841
P49593	Q9UK73
P23527	Q9P0M6
P20823	P30086
Q8IYF3	Q96M91
Q96JB5	Q9UGJ1
P01106	P22732
P28328	Q6PD62
P04083	Q92796
P24941	Q09472
Q96KQ4	Q9HAU0
P13611	P78556
P01303	P08172
O43172	O43447
P24468	Q9BZK7
P06493	P10244
P04628	P48436
Q13315	Q8TCU4
Q13555	Q4KWH8
P05000	P32927
P61088	Q9C035
P05067	P46459
P53779	Q99683
P10912	P43378
P05556	Q8WYR1
O15131	P61604
P27361	Q92729
O95467	P08912
P62955	Q16537
P0DJD1	P11388
P61077	P78317
Q01668	Q9P2W3
P14324	P62070
O14976	Q96CW1
O60477	Q9Y5V3
P0DJD0	P63165
P22607	P46934
Q15628	Q9NVI7
Q07866	Q92905
P29274	P84996
P61587	Q9P107
P05412	Q9UPN3
P52564	Q16539
O15344	P61088
P18146	Q00577
O43683	Q15418
P67775	Q13136
O75970	O95471
P40225	Q14626
P17706	P42229
P31260	Q92769
P25054	Q6Y7W6
O43795	Q9Y572
P05015	Q969J5
O95819	Q9UNE7
P08069	Q9NZN5
P31321	Q92934
O95167	Q9Y6M9
Q00005	Q07021
P04183	Q9Y3C7
P19876	P51679
Q07889	Q96L33
P27986	Q9NZM4
P12755	P12757
Q14289	Q8IXJ9
O15067	P11171
P20333	Q13200
Q8IU54	Q99062
Q5JTH9	Q96CW1
P16333	Q96RL7
P18146	Q9UQN3
O15105	O75995
Q00839	Q9UKV8
P62805	Q12824
O43521	P10644
O95757	P23508
O15143	Q07889
P38405	Q8NGB6
O14965	Q9BZB8
P08134	Q14CB8
P04637	Q9NQW6
Q05513	Q9BVJ6
P31749	P49840
Q71UI9	Q9Y5B9
O60504	Q13191
P24723	Q8IWT0
P23396	P62993
O15304	O43318
P06213	P15692
P35626	Q8NGA0
P68431	Q9NRG4
P11388	Q9NR30
O60739	P62857
P84103	Q13151
P15918	P46108
O14602	P55884
Q71U36	Q9BVA1
Q8WXH5	Q99650
P50053	Q96JB5
P0C0S5	Q96DB2
Q15147	Q8TEW0
P12931	P17302
P04156	Q86Y79
O14508	Q08334
Q76I76	Q9Y281
P01889	P37108
P28065	Q2M3G0
O14980	P00519
P10276	Q00056
P01106	Q9UHX1
P10301	Q8WYR1
P26641	P84077
P63244	Q9NY59
P01236	Q8IU57
P10276	P63279
P04114	P17931
P24394	Q9NYY1
P31751	Q14738
O75506	Q9Y3C0
P33993	P51948
P58317	Q8N163
P02671	P02679
O95400	Q15029
P98175	Q9NRR5
P38159	P61978
P19235	Q8IZI9
O75970	Q9HB19
P15391	Q92569
P06493	Q01105
P01589	P13725
P21728	Q9NYX4
Q16236	Q16512
P12277	Q13418
O60925	Q9BT40
P15509	Q9P0W0
Q15323	Q6IBS0
Q14566	Q8WYB5
P36897	Q6P3X3
P63218	Q13698
Q13137	Q9H492
P24928	Q13526
Q16543	Q6P1N0
P25788	P43354
P23229	Q07890
P01225	Q01718
P62158	Q96RR4
P05106	Q9BRC7
P17301	Q17RW2
P48443	Q9NVC6
P43378	P46459
P61964	Q9NS73
P01566	Q00653
P07333	Q9HCT0
O94842	P54253
P05000	P42702
P06858	Q9H1I8
P42830	P51679
P17181	P52630
Q96DB2	Q99880
P08069	P18031
O43303	Q8ND90
Q16665	Q58FF8
Q8N257	Q93077
P45985	Q9P2G9
O60674	Q99683
O15264	Q05923
P16333	Q96KQ7
P63010	Q16626
406881	P05231
O43251	P17844
P05014	P14784
P17540	Q9NRN5
P07858	P46379
P19224	P41235
Q8WXI9	Q9H3N8
P32121	Q9H341
P16144	P24043
O75528	Q9NR33
P05771	Q96KS0
P61981	Q9UMS6
O95696	Q92794
Q96BR9	Q96CW1
O75843	Q9UMZ2
O00587	P46531
P49682	Q9H2A7
Q03113	Q15283
P01563	Q5VWK5
Q96M11	Q9UKR5
P04637	Q92890
O60762	Q92956
406947	Q9NYJ8
P53355	Q92859
406894	Q15910
Q13616	Q9UNS2
P60763	Q92569
P38405	Q6IEZ7
P62993	Q9NYF8
P11047	P23229
Q9H3U1	Q9HAW0
Q6UWE0	Q9Y4K3
P05452	P23443
P10275	P19174
O95989	P18621
P35626	Q6IEZ7
A6NIT4	P32927
407010	P48061
P23763	P61266
P35968	Q9UKB1
P29466	Q9NWB7
P51946	Q13888
O43447	P18146
O95166	Q9UPU7
P11940	Q96DH6
O15524	P10912
P62745	Q9P107
P47813	P55010
Q15796	Q9NZJ7
P05013	P48551
P21917	P62879
P25101	P43250
O76061	Q12972
Q96HA7	Q9Y2Z0
P36897	Q9NPB6
O96017	P41236
P54646	Q49AN0
P62875	Q15834
O00238	O14544
P02794	Q9HB65
P32780	Q9H7U1
P35222	P48729
P49368	Q99759
Q12789	Q9UL18
P26006	P50552
Q99832	Q99836
P19838	P61077
P62873	Q8WYR1
P42680	Q9UKW4
P11229	P30679
O94761	Q96GE4
Q9BXW9	Q9NPI8
P11161	Q9Y3C7
P31749	Q14643
O15371	P41091
O00329	P10721
P63146	Q12888
Q16254	Q96FC9
P14678	P62314
P0CG48	Q9NX47
P22105	P56199
P21781	P29317
P29992	Q68DD2
P00747	Q8TEW0
P01138	P04629
P00519	P30260
P19793	Q13352
O94832	Q9Y572
P19634	Q13464
P13725	P26951
P58107	Q15149
P52597	Q01130
O43921	P29320
P31751	P46527
P62312	Q96EZ8
P32121	Q9NZP5
P09619	P20936
P04637	P08581
P08134	Q8IWW6
O14879	O95786
Q14204	Q9H4B7
P07202	Q8N6P7
O75626	P28062
O15392	P08047
P23508	Q96S44
O96019	Q13535
O60884	P62993
P52948	Q12769
P52435	Q9BTT4
P16104	P30041
406919	P50222
O60869	Q13133
P00747	P01876
O75528	Q8NEM7
P05129	P28907
P01106	Q96KJ9
P22694	Q02930
P08107	Q99558
P05787	P46940
P12004	Q13112
P26651	Q92945
P28702	Q92793
Q00839	Q99697
Q13155	Q8TBB1
Q14566	Q9UBH0
P20936	Q07889
P49190	P62158
Q13315	Q9Y314
P11473	P20813
Q8IWX8	Q8NAV1
P27037	Q96S42
P47897	Q15714
O00291	P46783
P28340	P43360
P01571	Q8N6P7
P49207	P56537
O96019	P0C1Z6
O77932	Q14254
P42772	P61244
Q969T4	Q99942
P19793	Q9NPJ6
P04049	Q13976
P42224	P45983
O96017	P62140
O95072	Q14674
P19012	Q8WW24
P01871	Q8NGV6
A8MYJ7	P60510
P01242	Q5VWK5
P62241	P62851
P16234	P62993
P08575	P27487
O15519	O43353
P11532	Q9NRI5
Q15744	Q9UBW7
P06493	P15927
P35080	P40337
O60603	Q14562
Q14765	Q15759
P63010	Q16695
Q09472	Q9NZF1
P25788	Q9BQ83
P22612	Q9NY47
O76081	Q96CS3
P27361	P49585
P50238	P54257
P51991	P52597
P61073	Q9UBD3
O43684	Q12834
Q13635	Q9Y2G2
P40763	P53779
Q92905	Q9BXL7
P62273	Q93063
P09471	Q13561
406899	P40763
P25098	Q14832
Q96RJ3	Q99558
O96017	P52292
P62805	Q03468
P17612	Q9UGI9
P12757	Q96C36
P01834	P01871
P62760	Q96AQ9
P01303	P25929
O00154	P54253
P25963	Q9NSE2
P16871	P26038
P42338	Q9ULV8
Q9NRX4	Q9UJW3
P04406	P28482
P04004	P05106
P58876	P63104
P68104	Q9UKV8
P26010	Q9Y6N6
P12694	P35609
O60907	Q16778
Q02833	Q9Y6X8
Q05086	Q9H9A7
Q52LW3	Q8IXI1
P49418	P50570
P01106	P78330
P01730	P27701
O00267	P62917
O75379	Q96AJ9
P04049	Q99683
A8K8P3	P41208
P25445	Q9UKL3
Q96EZ8	Q9BZI7
P04183	P06576
P04637	Q01094
O43390	P01106
P04406	Q99759
P18084	P56539
O76093	P22607
P03886	P03891
P08670	P40763
P05091	P41235
Q96DH6	Q96DU9
P07910	Q9UL18
P27348	P35221
406887	P04628
P05112	P23771
Q9NZL6	Q9UBF6
406900	Q16827
P16333	Q9NZV5
P04150	P19338
P26010	Q92752
Q15528	Q9NWA0
O15198	O94907
P62906	Q02543
P30279	P42226
P55735	P56537
P07996	P16671
P19105	P62140
Q15329	Q9UQ80
O15105	Q9NRA8
Q14197	Q9BYD6
P08648	P61073
P23508	Q9Y6E0
P98170	Q9Y239
Q13255	Q9NSC5
Q8N726	Q9NXV6
P01106	P46939
P18146	Q9UHM6
P09651	Q15365
P00533	P05787
P10070	P48730
P51148	Q6XUX3
O94972	P62256
Q99836	Q9Y616
P08138	P61586
Q9H2F5	Q9UBU8
O00255	Q9NS64
P37231	P51946
P40337	P48739
P04070	P04183
P01106	Q75NE6
P38405	Q8NGH3
Q8N9W6	Q9NQZ3
P18146	P32456
Q8WXE9	Q9UBC2
P10114	Q5U651
Q08043	Q9UKX5
P10644	Q9H6R7
Q13136	Q9UPW5
P17813	P36897
P62249	P62841
P17301	P22694
Q13148	Q15047
O00429	Q99459
P29597	P42224
O00154	P01106
P18754	Q8IZ69
O75578	P12111
P17612	Q9Y6W5
Q14191	Q92793
P61254	P61353
O95391	Q13315
P29401	Q9H1Y0
Q08881	Q09472
P40763	Q9UER7
O00560	P12931
P07550	P63096
O95500	Q16625
P98175	Q06055
Q00597	Q9UBZ9
P55795	Q14103
O95208	P22607
Q5UIP0	Q9NZL4
O14757	Q01094
P62837	Q15653
P32121	Q15173
P01106	Q8IYH5
Q96AY3	Q9BQ83
P61244	Q92830
P08631	Q9H204
O00422	Q16576
P60900	Q99436
P28074	Q16665
407011	O94925
P16220	Q9NXU5
O00459	P01111
P50238	Q5JY77
P01241	P24752
Q14197	Q9HCC0
O00744	Q9H237
P29401	P60520
P09619	Q9NQ66
Q12830	Q14145
Q9H9G7	Q9UKV8
P06493	P31350
P01106	Q6ZTN6
P51681	Q9NPD3
Q96T88	Q9UBC3
P08238	Q13813
Q8WWV3	Q9Y2W2
P15248	P17181
P13637	P42338
P05187	P55854
P67809	Q07955
O00459	P50993
O15399	P42261
O14492	P04629
A6NHL2	Q14204
Q6R327	Q9BUJ2
P02787	P16871
P04234	Q99759
Q15759	Q16082
P62995	Q15287
P53621	Q02978
P30153	P57087
P41567	Q99613
P19012	Q9P2K3
P19438	Q00325
P58012	Q96EB6
P56559	Q9NRR5
P51965	Q13064
P00533	P98172
Q99878	Q99879
P48357	Q9UGJ0
O75582	Q99941
Q04864	Q14164
Q9BWF3	Q9UKA9
P61981	Q92764
P55212	Q16659
O14544	P16871
Q13425	Q9Y4J8
P01242	P40238
Q13118	Q92535
Q16236	Q6P1K2
P00533	Q71U36
Q13616	Q5VYV7
P17252	Q14289
P16333	P21917
O43741	P11166
P22736	Q9HC38
O60353	O75197
P01106	P05362
O15371	Q14164
O95382	P46734
P62258	Q6R327
O15547	P04637
O75844	Q9UET6
P22681	P42702
O75928	P46937
P61011	Q13765
Q07343	Q13554
P52298	Q15428
P28482	Q70SY1
P05408	P16519
O43610	P62993
P01568	P31785
O75843	Q9H832
O95644	Q04206
P15408	P17275
O76021	Q9UL18
O00329	P42336
P08670	Q5UIP0
P02545	Q86YC2
Q05513	Q9Y4H2
P16234	Q6S5L8
O94966	P27824
O95433	Q13023
P61077	Q9H0F5
P08123	P18084
P25685	Q14164
Q86Y13	Q9BQ87
O15069	Q05397
P01106	P61978
Q96MN2	Q9Y2Z0
P35240	Q13177
P08670	P10144
P17252	Q9P2W3
P36952	Q8IY92
O75908	P35680
P38570	P46108
P10644	P82279
P30085	P56537
P48552	Q8NHQ1
P00492	P23508
P06241	Q9Y3S1
P06241	Q9Y4K3
O75943	P35250
O60318	P25054
P09874	P49916
O95072	Q16537
O14807	P27986
O95294	P01116
O00238	P57729
P46778	P62424
P62424	P84098
O75626	P40763
O14775	Q15147
O00755	Q9NRL3
Q14738	Q86US8
P26599	Q9BUJ2
O00750	P27986
P62333	Q13573
P24752	P30480
O15269	Q8N138
Q13237	Q9Y210
P29317	Q9NP95
P05106	P60709
P07355	P13688
P13569	P22612
O43719	P13984
P01106	Q6PKG0
Q01130	Q9NRR5
O00238	P62979
P38405	Q8NGX6
P49763	Q02763
P26232	Q07157
Q8WVD3	Q96PU8
P53779	Q8WXG6
Q15291	Q9C005
Q13315	Q15751
P13497	Q15113
P15153	Q9Y2A7
O95072	Q15172
P20073	Q5TA45
Q13315	Q969J2
P62750	P62945
P46940	Q04695
P26368	Q9UHR5
P59998	P60709
Q13094	Q99962
P00519	Q38SD2
P26599	Q99459
P08069	Q05655
Q8WV22	Q96SB8
P17252	Q9GZT9
Q07666	Q92793
Q00978	Q01628
O95072	Q96GD4
Q16635	Q99594
P29622	Q9NRH1
O15360	Q13535
P38936	P46527
P60484	Q01201
Q15459	Q9BXW4
P05067	P56817
O43663	P23025
Q9H9E3	Q9Y2V7
P00519	Q7Z408
O00238	P62826
P62834	Q8TEU7
P05387	P05388
P01375	Q09472
P12757	Q5T5Y3
O00401	O60861
O43318	P45984
O95298	Q9NX14
Q5T3J3	Q8WVZ9
P06241	P10301
O75821	P47813
P13569	P54646
Q08AD1	Q15843
Q6P1K2	Q9P2H0
P62993	Q92743
O00499	P61106
P30405	Q9H0C2
Q13158	Q15750
P04222	P49411
P24468	P37231
P62140	Q10570
P01571	Q5VWK5
Q9P0L0	Q9Y2K6
O15264	P60842
P27986	P55211
P04049	P10275
O43147	O43570
P21741	P23471
Q16531	Q8WV16
P61981	Q9NYL2
P63279	Q9UBE0
Q01094	Q6NT32
P32121	Q8NGF6
P84022	Q9NYA4
Q14203	Q8NFJ9
P08238	Q9Y2Z0
Q13573	Q96KP1
O14832	P00451
O75578	P02461
Q14CW9	Q9UHV2
P29350	Q9UKJ0
P29590	P67870
Q13501	Q13546
P11912	P15391
O75626	P33076
Q8IY92	Q9UDV7
P10747	P42338
P10321	Q8N109
P40939	P61073
P07196	P62826
O14544	P40189
P05067	Q14790
P17081	Q53QZ3
P45983	P54652
Q14765	Q92793
P00533	P06576
P14317	P37802
O94856	Q12860
P78560	Q5UIP0
O75251	O95299
P84996	Q7RTX0
P62316	Q06124
O15198	Q01543
P63104	Q86YV0
O43257	Q9Y230
P62837	Q9Y508
P05231	P19838
P26641	P62857
P05556	P10451
P50052	P50148
P32248	Q8WTQ7
O14641	P61586
P52597	Q00005
P48051	P59768
P14672	P41743
P55210	P55212
P27694	Q13535
P54727	Q9UMX0
Q3MJ16	Q5JWF2
P32927	Q07812
P19174	P21817
P21246	P78537
P19235	P27986
P31947	Q9H0B6
P55854	Q16778
P40425	P78537
P15260	Q9UBD9
O75347	Q9Y4K3
P08243	P54253
O43353	O60641
P04637	Q05397
P31749	Q96S96
P15498	Q8N720
P16520	Q96PN6
P01116	Q13393
O95402	Q9Y2X0
P51610	Q9C005
O43293	P04150
O14908	P98164
O60508	Q01081
P12111	Q05397
O00555	P04899
P27482	Q6ZSY5
O15399	Q13936
Q13315	Q15572
P16871	Q9NPF7
O60674	Q969J5
Q5THR3	Q96ST3
P01106	Q13191
P46779	P61353
P40337	P68400
Q92630	Q9Y2V2
P08572	P31431
P25786	Q9UNM6
Q96LR5	Q9UII4
P30307	Q08050
Q99624	Q9H7B4
P10415	Q96LC9
O95989	Q08345
Q13509	Q13838
P29965	Q04864
Q01629	Q9H1J1
P49207	P61254
O95786	P0CG48
Q8NFM7	Q9Y4K3
Q08209	Q9NYG5
P12814	P18031
P01100	Q07889
O60262	Q14832
Q8WUI4	Q99880
Q07157	Q2M3G4
Q6UVJ0	Q9BV73
Q13315	Q96MT8
P04049	Q96KB5
P62993	Q9H1H9
P16144	P20908
P56706	Q14332
P42701	Q9P0W0
O95837	P34981
P28482	Q06124
O60262	P48051
P47898	P59768
Q6UY11	Q6UY14
Q9NR50	Q9UI10
Q9H8Y8	Q9UHY8
P35232	P51532
P59768	Q8NFM4
O00221	Q5H9R7
P35557	P36956
P21964	Q15645
O00238	Q9UF11
P15153	Q12967
P35348	Q14344
P32121	Q9H346
