#node1	node2
P49862	P49913
Q86TJ2	Q9HBM6
P49023	P63261
P23508	P60900
Q15645	Q9H4B4
Q13586	Q9BRQ5
406937	Q9BST9
Q13952	Q68CP9
Q9BX66	Q9H2E6
P50395	Q9Y478
P62070	Q8TDF6
P29373	P30281
P25445	Q13158
P23467	Q02763
P06576	Q9HAU4
Q14031	Q9UKX5
O43889	P27361
P10071	Q93074
O15151	Q00987
P18146	Q15822
P40763	Q00978
P46781	P60866
P08047	P56645
P14635	Q9UJX6
O75822	Q14164
A4D0S4	Q7L1I2
Q93063	Q9Y4L1
P33992	Q12906
P26358	Q96T88
P18859	P19438
Q13315	Q8WXF1
P21860	P40189
P31943	Q15365
P55795	Q05519
P16220	Q5HYC2
P25054	Q8IVL0
P35222	P98177
P10275	P23760
P05067	P98160
O15379	P19793
P04637	P04731
P06239	P48736
O94967	Q15560
P63000	Q86VI3
Q13485	Q92905
P52198	Q8N392
P11171	Q04637
P43360	Q9HAV4
P04637	P15559
Q13127	Q13257
Q9H461	Q9UBV4
O95178	P03886
P51817	P54619
Q15038	Q9NY61
P11233	P62158
406884	P01116
O95997	P04637
P41182	Q9HBZ2
Q01780	Q96B26
P13569	P63244
P78347	Q00653
406883	P01112
Q15436	Q5JRA6
Q13501	Q96GM8
P32121	Q8NH67
P01111	Q3MIN7
O43353	P04350
P10636	P28482
P00505	Q9Y478
P35226	Q06587
P23142	P48745
P53779	P62873
Q01668	Q9NPA1
P36542	Q14197
P42702	Q8IU54
Q16531	Q8TEL6
P27482	P46020
O15105	P36896
O15211	P26641
Q13409	Q96QB1
P62714	Q14738
Q8TAQ2	Q9UIG0
P07550	P0CG48
P28074	Q9UET6
Q15796	Q99717
O75293	P18146
P46094	P80162
P35626	Q8NGF3
Q9NQC7	Q9Y4K3
O00257	Q16644
P40337	Q5XKP0
P42679	Q16288
P62258	Q9NR30
P35626	Q8NH79
P38432	Q9H0B6
P63104	P67809
P36542	Q8N5V2
Q14240	Q9UBQ5
P22415	P61073
P84095	Q68EM7
O95872	Q96KC8
P00403	P36542
P38936	Q9UK53
P06493	P49841
O95168	P03886
Q15528	Q9NWA0
P01008	P19174
O75955	O94875
Q16891	Q9Y2Q3
Q93079	Q96DB2
P53671	Q9Y281
O15116	Q9BU61
Q15797	Q8N2W9
P05783	Q9UKW4
O43306	P63215
A8TX70	Q13683
O60381	Q16186
P16885	Q08209
O00217	O43674
Q15648	Q9NWA0
P04637	Q92925
P32121	Q8NGK1
P25940	Q05397
Q7Z4W1	Q9Y4K3
Q07912	Q12913
P18848	Q03060
P56703	Q9NPG1
P68366	Q99426
Q9H9T3	Q9Y5B9
P01106	P54578
P49841	Q9BTE0
P23142	P54259
Q5T5P2	Q96CN9
O14543	Q9UHF4
P08637	P24071
P15170	Q9BZI7
P20073	Q9UKR5
P18146	Q9UII4
P0CG48	Q8N668
P02768	Q9Y259
O14613	P60953
Q7Z333	Q99459
P46531	Q9UBG7
P02787	P17931
P30084	P63104
Q9BRQ0	Q9H0E3
P38398	Q14676
P15884	Q01892
O60244	Q13535
O95994	Q9NRR5
Q00839	Q99558
O95897	P41567
Q8N715	Q9BQD3
P35568	Q9UM73
P15153	P53779
O60602	Q8IUC6
P10276	P61956
O75694	Q9Y4K3
O14641	P67870
O60266	P04899
P03891	P03901
P25445	P48023
P62829	P62987
Q9H761	Q9Y4P1
P63165	Q00653
P47224	P61006
P04222	Q9Y266
P38405	Q8NGD2
Q12933	Q16512
O60674	P01570
P37231	Q9Y6Q9
P20290	P40337
O15294	Q9H1M0
P78362	Q8WVK2
Q969Q1	Q9UBK9
Q86SE5	Q96IZ5
P17612	P63096
Q9H171	Q9Y572
P48643	Q00005
P38936	P41235
Q8TD86	Q9UQK1
P05106	Q01970
Q6WKZ4	Q96RG2
P01137	Q9NNX6
Q9BSL1	Q9ULC4
P10644	Q05469
406984	Q9Y2I8
Q5VWK5	Q9NYY1
406970	P20823
Q14191	Q9NX02
P62258	Q13671
28938	Q14974
P20073	P60709
P12883	P60709
P24941	Q08050
O95816	P20333
Q15714	Q9Y5P6
O60504	Q13191
P62241	P62269
Q13137	Q8N2W9
P01589	Q969D9
P39656	Q9Y2Q3
O43741	P48357
Q9BST9	Q9HCE7
P14784	P40933
Q04864	Q9BZF9
P10275	P51948
P62993	Q86SG6
O15245	P41235
O14641	P61586
P13637	Q13315
P48736	P62834
Q71UI9	Q99877
P11802	Q14683
O77932	Q15024
P50151	Q13972
O43298	Q8IYF1
P60763	Q14CB8
Q01196	Q13363
P62701	P62979
P62136	Q68CJ9
P32121	Q8NGQ6
Q02363	Q99081
P51610	Q16576
O15264	P35236
O00193	P10074
O00232	P22392
Q16513	Q9NYF0
406986	Q9H3D4
O75762	Q9NQC7
O43598	Q9UET6
P01106	Q96GM5
P60953	Q96BY6
P32121	Q8NGH5
P30305	P78386
O75478	Q96BN2
O43295	P15153
Q9UBL3	Q9UPS6
P46781	P62841
P0CG47	Q13077
P30519	Q9Y3C7
O15111	Q15796
O43278	Q04756
P28482	Q13643
P41220	Q9UL03
Q14194	Q9Y3A3
Q96L91	Q9Y4A5
P22736	Q9HCK4
B1A4H9	Q9UHF4
P01583	Q99608
O00311	P42771
O95551	Q01543
P00367	Q9Y4K3
P04141	Q14103
O95996	Q9BZK7
P08581	Q9H201
P49758	Q9NPF5
Q3ZCQ8	Q99623
P27037	P36894
Q08499	Q5VU43
P62917	Q9H8M7
Q6ZUM4	Q96L33
P17858	Q16665
P08069	P16473
P68400	Q8IY92
P08581	Q9Y264
O95989	Q9UID3
Q13137	Q7Z434
O60934	P09874
P09769	P42336
Q04759	Q16236
P52948	Q8NFH3
Q7Z2E3	Q9H2G4
P62826	Q9H814
Q9HAT8	Q9NWZ3
Q92530	Q9BV68
P42574	P62258
Q16822	Q9Y478
P17612	Q9HBX9
P22681	P62258
P14618	Q13315
P45983	Q8NER1
P32927	Q9NPH9
Q05513	Q9GZQ8
P00519	Q96RL7
P39748	P49841
406995	P46527
O15264	Q15084
Q01081	Q8NAV1
O75365	Q92538
O15151	P48729
Q9UKI8	Q9Y294
P0C1H6	P16104
P01106	Q9NYJ1
O75340	Q96A23
P23443	P62753
P0C0S5	Q9UBN7
P51149	Q9Y6G9
O14965	O15111
Q66LE6	Q9UBN1
P22612	Q5MIZ7
O43464	Q9NR28
O75582	P17612
Q08209	Q96EV8
P46108	P54753
O95749	P18146
P06899	Q8WUI4
P31947	Q6ICG6
Q13237	Q13936
O15550	P01106
Q15185	Q9UET6
P30273	Q92569
P61981	Q92625
Q9UJY4	Q9UMZ2
P63096	Q68DD2
P25024	Q9NRJ3
Q05397	Q13349
P48740	Q16659
O95180	Q9NZV8
P30405	Q9Y277
P29460	Q00653
Q07890	Q9P227
P35251	Q14683
Q14442	Q9BRB3
O43432	Q14240
P23396	P63244
P00519	P49023
P49662	Q8N1F7
P49841	Q13541
Q14596	Q99689
406906	O60806
P12004	P62979
O43927	P25024
O60264	Q9UBC5
Q00653	Q969H0
P98164	Q5SW96
P40337	P42771
P15336	Q8IU81
406937	O43474
P61353	P62906
Q13404	Q86Y13
P62805	Q8TAQ2
O95639	Q6UXN9
Q16623	Q9H7U1
P15692	Q15796
P51665	P61289
Q92845	Q9BV47
P62993	Q9H788
Q8WV22	Q96MG7
P62714	Q99471
P26367	Q99593
O60934	Q96EB6
O00483	O43678
O00159	O14908
Q16584	Q9UQF2
P01112	Q12967
O15444	P51685
O95405	Q4LDE5
P04049	P08727
O15198	Q96FW1
P06730	Q13542
P35626	Q8NH51
P62633	Q13948
P41235	Q04721
P31749	Q13882
O43707	Q05397
P20702	Q8TAK5
P01106	Q8IWX5
Q8NFJ9	Q9Y613
Q96CN9	Q9Y2I6
Q15399	Q99836
O14936	Q9C0A0
O60739	P52907
Q14164	Q9Y6K9
P28562	Q13164
P20248	Q8WXE1
P50991	Q9NWA0
P24844	Q9BZL4
P35555	P35556
O15116	Q9H270
P68366	Q96RT7
P27708	Q01201
O60563	P50750
Q99848	Q9UL18
O60739	Q99873
P68032	Q07890
P22681	P30530
P04626	Q13239
O43677	O95298
P45984	Q15427
P10721	Q12913
P22455	Q9Y4K3
Q7Z2G1	Q9BTM1
P62805	Q03468
O94916	P63098
P78362	Q01081
O95782	P52735
Q6FI81	Q9NPF4
O14610	P84996
Q969H6	Q9Y6K9
P68032	Q07157
P04899	Q92569
O60583	P10914
P04792	P08047
O60383	P50570
O15055	Q9Y297
P28347	P46937
P63261	Q16186
Q16576	Q9H7L9
P40925	Q92796
P04440	P20036
P49759	Q9BZL1
P35626	Q8NGV5
O00175	P49682
P02776	P51679
P04406	P10599
Q12974	Q8NE01
P10276	Q99933
P16234	Q9HAU4
P62906	P84098
Q15475	Q99502
406904	Q9Y3Q4
Q14416	Q9UBI6
O14939	P13569
P51531	Q96GM5
O60333	P50539
P03372	Q9BTC8
P62269	Q9UHD2
Q96FW1	Q9UKE5
O95139	O95167
P23458	Q13651
Q02750	Q05655
O14653	Q9NYM9
Q13547	Q99801
P22607	Q8WYR1
P55795	Q13247
Q13112	Q99877
P08588	Q86UL8
P85299	Q6R327
O14503	Q15047
O14503	P63279
P19876	P51679
O60869	P62158
P04150	P10145
P22612	Q9UGJ0
Q01780	Q99547
Q9NYJ8	Q9Y265
O43432	O60573
P04899	Q15147
O43318	P25963
P48549	P63211
Q09472	Q92830
Q8N5H7	Q9Y6H5
Q12796	Q92731
P35268	Q96BK5
Q5T3J3	Q99689
P35499	Q96RT1
P84996	Q08462
O95782	P42566
P37173	P61812
P62805	Q9Y6Q9
P01106	Q8NI38
P09237	Q9UJU2
P18754	Q13107
P38159	Q13242
P04908	Q13547
P0CG48	P35226
Q13535	Q3MIT2
P16401	P83916
P01106	P41227
P16298	Q12968
P35346	Q9HD26
P05109	Q96ID5
Q08170	Q15287
Q15257	Q16589
Q8TAT6	Q92890
O00750	P62993
Q7L590	Q9BVW5
O95967	Q03014
P11234	P24723
Q5VVX9	Q86UW7
Q07820	Q14457
O15355	P61247
P17480	Q9H9Y6
P30480	Q9Y277
Q14974	Q9Y4K3
P42224	P42229
P18206	Q99584
O43251	Q9P2R6
P35222	Q9ULW2
Q13315	Q15596
Q13435	Q9H7E9
Q8NEY8	Q9UJ70
P51805	Q00535
P31749	Q6ZSY5
P21554	P50150
P01106	Q9BS16
P35226	P61077
P08581	Q9HCT0
P13645	Q00005
P25398	P62753
P28749	Q14457
O15131	P09467
P01876	P02768
O00168	P05026
P08238	P18124
P52655	Q92750
Q15370	Q93034
O15530	Q04759
P53671	Q5VT25
P04049	P48736
P38936	Q99741
P18846	P49674
P15924	Q9Y6E0
O14807	Q9UJF2
O00422	P15170
P08754	P46094
P51532	Q99547
O00505	P50749
P49207	P62906
P12931	P21802
P37198	Q9BVL2
O15379	P29374
P49841	P51659
P13569	Q5T2W1
Q12778	Q13131
P34969	P63211
P28347	Q9UJU2
P25942	Q13114
O15524	Q13261
P63208	Q9HAW4
Q53H80	Q9NZD8
Q15427	Q9BRX9
P49790	P52948
P01574	Q13651
Q5VUM1	Q8IUQ4
P54252	Q9NRD5
P43405	Q8IWV1
P32302	Q99616
P22694	Q12791
O00141	P43355
Q13573	Q9Y3U8
P38936	Q99684
P53618	P61923
Q09028	Q13330
O94868	P78371
P18754	Q9UKE5
P35916	P46108
Q13485	Q14192
Q04724	Q9UN74
O15145	Q9P1U1
Q9BTP7	Q9HB96
O95819	Q02878
P00533	Q96EY1
P58753	Q96A33
P30480	P46108
P46779	P62987
O75444	P48436
P02461	P06756
407046	P55316
P13637	Q92569
P05141	Q9UKV8
P62750	P62913
P16671	P35443
P01857	P49327
Q71F23	Q9HCK4
P02462	P14780
P25024	P78423
P01241	P29692
P01111	Q9UJF2
P67809	Q14683
Q96A37	Q96B02
P05556	P60709
P62304	P62310
P62269	P63220
P08107	Q12933
P03956	P17676
O60566	Q9UJX2
Q04206	Q9NPF7
Q96A73	Q9UGY1
O14964	P56545
Q14573	Q9Y6F6
Q13432	Q9Y383
O75056	P34741
O14908	Q9Y3T9
P01568	P42701
Q13191	Q96B97
P17612	P50993
P06748	P30480
O75529	P02766
Q9H5V7	Q9UKS7
P22455	Q96PU5
P04183	Q01094
P52306	P61586
P38936	Q9BT40
P22681	P32927
P30273	Q99706
O43924	Q9NXU5
P62906	P62913
P15248	P26951
P23378	Q9BXR5
Q16637	Q6P4I2
P04062	P07602
Q99684	Q9NQX1
P29372	Q9Y237
P01579	P16220
P22612	Q16539
P32881	Q9HC73
P13637	Q86UA1
P25963	Q969T4
P31946	Q9BZJ0
406982	Q01196
Q14623	Q96QV1
P22612	P60510
P30450	Q07000
406952	Q14814
P31947	Q9P0L2
O75533	Q14164
O43347	Q9H361
P41091	Q14152
O15131	P62306
O14717	Q13432
Q13535	Q9UNS1
Q15834	Q96H86
Q92560	Q969T4
O43463	Q9C0K0
P14635	P30260
Q15013	Q5T3J3
P27540	P29474
P06753	Q9Y2R2
P07359	P13224
P11940	Q01081
P35626	Q9H205
P61247	P62266
O15446	P78527
Q14739	Q8N3X1
406947	Q9NYJ8
P52566	P61960
P27448	Q96AD5
P68400	Q494V2
O00716	P52292
P09619	P62993
P12004	Q9UNS1
P51692	Q9NRG1
P61964	P68431
Q01081	Q96GM8
Q01201	Q99731
P53539	Q96EB6
P50238	Q99963
P04632	P98170
P35244	Q96E14
P29459	Q99650
O76099	P32121
P26641	P62316
Q15021	Q9NTJ3
P48378	Q99750
P09874	Q14839
Q9UNY4	Q9Y6A5
Q93079	Q9UBL3
P05067	Q14344
P21359	Q07890
P68104	Q9H0D6
O60341	Q13330
P27635	P62910
P26373	Q02543
P01562	Q5VWK5
P04278	P13798
O95997	Q9NYG5
P17612	Q96D31
P20226	P51784
P55160	Q92558
O15379	Q9UHL9
O14936	P18827
P15170	Q13075
Q8N5C8	Q9Y6K9
P63010	Q6WCQ1
Q9H2G2	Q9UBN7
P29459	Q13651
P13631	Q9NPJ4
O43663	P53350
Q96BY6	Q9HBH0
Q9NP31	Q9Y2U5
P05129	Q9HAV0
P46934	Q15797
O14654	Q05513
O43353	P54652
P21246	Q9UNI6
O95467	P23945
O43684	O60566
P59768	Q14416
P39687	P67775
P32969	Q9UNX3
P34932	Q04206
P23229	Q05397
Q05519	Q15365
O00468	Q14118
Q12873	Q53FE4
P09016	P16220
P12931	P43699
O95813	Q93098
Q96CW1	Q96KG7
407025	P25490
O95793	P63000
P54840	Q9H7J1
P31749	Q13043
P16871	Q9UL46
Q02556	Q14344
P31751	P46527
Q14847	Q15645
Q13077	Q13546
P59046	Q9Y2Z0
P10071	P78368
Q9H9Y6	Q9NYV6
P12980	P41134
Q13535	Q8N7H5
P17020	Q13535
P03897	P51970
P06870	P29622
Q13188	Q9H492
O75569	Q9UKV8
P49023	Q9ULH1
Q6NXE6	Q9BUV8
P12980	Q8WXW3
P04629	Q9H4P4
P35269	Q9GZU7
P01116	P27482
Q99567	Q9NRG9
O76021	P62633
P10415	Q01543
Q66LE6	Q96Q15
O75376	P10275
O95178	P03891
O60684	P34896
O95865	Q15645
P51668	Q86Y01
P30307	P63104
P17980	Q9Y5K5
P04141	Q8N6P7
Q07157	Q9UDY2
Q08289	Q14738
P16333	P26951
O43684	Q13573
P35609	Q86TC9
P54198	Q13573
B5ME19	O14602
P01241	P27361
P09919	P19235
O75525	Q8N5R6
Q00653	Q99558
P61513	P61927
O60716	P00533
P08151	Q96ST3
Q14204	Q9Y5V3
P17535	P38398
P12956	Q9UL18
P40238	Q9NPH9
P25786	Q9BPX1
P49642	Q9UKG9
P26951	Q9H2G2
P22392	Q00005
P02748	P07360
Q00978	Q15646
P62136	Q13454
Q5VU43	Q9UHA4
P31948	Q96PU5
Q15052	Q9P286
Q13573	Q14247
P22090	P46783
Q13322	Q8IZP0
P62993	Q92529
O75569	Q15047
O75970	O95500
P17252	P62873
P27361	Q9UQM7
O00458	P19525
O95484	P56747
O43474	Q9H9S0
P01570	Q92793
P00533	P08253
Q07889	Q9NZL6
O43281	P00519
P05000	Q14626
P33151	Q9BYG4
P16220	Q6ZUT1
O75112	P02768
P35658	Q92621
Q08379	Q9BQQ3
P52272	Q9BUJ2
Q86W42	Q96FV9
Q14511	Q9UM11
P01106	P56270
P10747	P42338
Q16760	Q92956
Q05513	Q8WYR1
O43927	P06241
P16333	Q9UPX8
Q9BT17	Q9NRL3
O60879	P07737
P60866	P62244
Q13315	Q14669
P15336	Q96RU7
P42574	Q08209
P19174	Q9H5I1
P48023	P51884
P33991	Q96HA7
P04150	P07900
P36542	Q9UKV8
Q0VG06	Q9BTP7
P08727	P63104
P51805	Q92730
O14907	Q13952
P63208	Q5XUX0
P15336	Q70SY1
P12980	Q16798
O00459	P62316
P04637	Q92851
P61978	Q8IWZ8
Q01081	Q14683
O95989	Q8TB96
P11362	Q8WYR1
P35626	Q96R48
P04629	Q8WYR1
O00222	P61952
Q08209	Q53ET0
P01574	Q09472
P45984	Q9UPN3
Q00975	Q9P2W3
P62333	Q14997
P15509	Q01196
Q14469	Q9BXW9
P08887	P09919
P05019	P22692
Q13617	Q9Y371
O14641	Q8N4T4
O00762	Q96S59
Q00169	Q8NB16
P47813	P54253
P49407	P60953
P08572	P18827
P01889	P30086
Q9NP97	Q9NZW5
Q8IYU2	Q92985
P12004	P12956
P42566	P52594
P13500	P51686
P22301	Q9HBE5
P32745	Q9UDY2
P06858	P29074
O75306	O75380
O60264	Q13547
Q14197	Q9BYD6
P01889	Q9ULC4
P31946	Q7Z401
Q9UBV4	Q9ULW2
O43837	Q9Y5J5
A0JLT2	P42166
O14737	O60739
P62854	Q9UKV8
O95433	Q13285
Q9UBW8	Q9Y239
P32121	P58182
P31150	P63104
Q13509	Q16637
P46937	P62140
O15085	P62745
P38398	Q5H9F3
P25786	Q9UET6
P04150	P47712
Q13356	Q96NB3
P48736	Q8WYR1
P17275	P17544
O76074	Q14643
P09919	Q01113
Q8IYM9	Q9P2R6
O00716	P06400
Q5VVX9	Q9BY78
Q14247	Q9UQ16
P16104	Q9NY27
P01857	P07288
P10276	P63279
P17858	Q01201
P58546	Q9UBN6
P08238	P13805
O75044	P52198
O95486	Q9NQW1
406956	P84022
Q6WCQ1	Q99759
P19838	Q7Z434
O43318	Q96FA3
Q9C005	Q9UPS6
P16520	P51828
P13639	P63104
P61353	P61927
P62851	Q13573
P52292	Q9H213
P52735	P78371
P26006	Q9HBI1
P26441	P48357
P98170	Q9NR09
Q75N90	Q92569
Q13283	Q9Y4K3
P84098	Q9Y3U8
Q01082	Q96MT8
P16104	Q6ZW49
Q3ZCM7	Q9Y6G9
P16234	Q9Y264
Q96HF1	Q9ULW2
O95433	P51398
P25705	Q14197
O43889	Q16649
Q9P1Z2	Q9UJU2
Q16186	Q9Y5L4
O15144	Q9Y6W5
J9JIF5	O14641
Q96SN7	Q9P246
P12956	P25963
P21860	Q13882
Q96KG7	Q9NZM3
Q12873	Q14839
P50749	Q16186
O60739	Q01469
P04899	P27986
P35568	P48357
P18124	P26373
P45983	P61586
P57086	Q9P0L1
P18564	P46109
P08754	P08908
P34947	P46092
Q03431	Q04917
P51679	Q9NZN8
P42229	Q00978
P30050	P61254
P10721	P12034
406971	P24385
P12931	Q9NRD5
P61960	Q9UK32
O60840	P62714
P10275	P41161
Q9UKE5	Q9Y3D3
P42574	Q7L5N1
O95831	P34931
P49792	P52948
Q96H22	Q9H8T0
P49841	Q9NQW7
P60568	Q01167
P08670	Q9BXP5
P68366	Q13509
P46092	P47992
O94805	Q16637
P01375	P53779
P16234	P49763
Q01484	Q14573
P24468	Q9H422
Q9H2G2	Q9NQC3
P02647	P17931
Q08380	Q13233
P23528	P57058
P19438	Q9NVI1
O14936	P41134
P33992	P49736
P36896	Q9HCE7
P09972	Q16665
P23458	P32881
P62633	Q00577
P62987	Q02878
O14561	O43674
P16520	Q9HBW0
Q9UGJ1	Q9UKJ5
P51587	Q99728
Q8IY18	Q9NXX6
P26006	P35609
407055	P08069
O14543	Q9Y4K3
P06241	P35968
P22090	P62979
Q96S59	Q9Y6K9
P55268	Q9HAU0
P60228	Q9GZR7
P25098	P32248
Q13315	Q5FWF5
P62879	Q9HBW0
Q8NER1	Q9UQM7
Q13698	Q9UK08
O75676	P68400
P14866	P61978
P48551	Q9NYY1
P14415	P27361
O75508	Q96B33
O15523	P04278
Q13535	Q6P1J9
P68133	Q8NHR9
P13569	Q8WWM7
Q6P2I7	Q9P2S5
Q09472	Q71DI3
Q96KK5	Q99879
P19105	Q13464
O00591	Q9NQX3
P49716	Q8TF20
P04150	P19338
P10275	Q09472
P62807	Q08945
Q15011	Q9BZV1
P84022	Q7Z3T8
Q02078	Q13164
P61513	Q9Y3U8
Q96B97	Q99962
O00488	P25788
Q15149	Q9BZW7
Q07960	Q92730
P01106	P37108
P07195	P63104
P06213	P15692
Q969J3	Q9UHX1
P01106	P36776
P98077	Q02763
Q9GZQ8	Q9NT62
P62269	Q9UL18
O75643	Q13573
O00217	Q9NX14
406885	Q9H9Z2
O15121	P53985
Q96QV6	Q9NPI1
P08754	Q13698
P01106	Q13155
P12830	P20248
Q13315	Q8IY92
O60381	O60844
A7MCY6	Q9UKV8
Q6PID8	Q8IVD9
P01112	P15056
Q9H5H4	Q9Y328
O95711	Q99467
O43707	P42224
P12314	Q15759
407040	P38936
O75815	P17812
Q00987	Q9H4B7
P05771	Q13224
Q96QC0	Q9NYB0
Q13573	Q9GZZ9
O95202	Q9UHD2
P63211	Q9NQ66
P30457	Q93084
P09234	Q9BUJ2
O43493	P06241
P29590	Q5VVX9
Q13315	Q96EY9
O60907	P63208
O95503	P84243
P07900	P09769
Q9Y2R2	Q9Y478
Q13330	Q16665
P08572	Q6VMQ6
O75564	Q9NQB0
P24928	P50750
P62714	P78396
Q14197	Q9BYD1
A0JLT2	P49336
P17252	Q14957
P53672	Q9P1Z2
P18074	P50613
P53778	Q13115
O94906	P35222
O43306	O60262
P13010	Q14191
O95813	P56705
P14672	P63279
P62873	Q03113
O95786	P10914
P11387	P14866
Q9HB71	Q9UKE5
O00559	P03372
P46778	P83881
P05556	Q9Y490
Q15788	Q92831
Q8IWY9	Q9NVP2
Q06330	Q9UK32
406911	Q96LC9
P05015	P17181
O60814	P04406
P01100	Q09472
P04275	P18084
P31751	Q8NEB9
Q9BVM2	Q9Y265
P01106	Q92552
O14493	Q96B33
P51784	Q01201
P10914	Q03001
Q14765	Q8WXH5
P35348	Q9Y210
Q9BZ29	Q9HBH0
P10809	P12830
Q13261	Q8IZI9
P01106	Q96A65
P00533	Q13546
114614	P61586
P18084	Q92752
O00221	Q01201
406881	P01106
P38405	Q8NGC0
Q01668	Q14654
P35626	Q8NH92
O43493	Q96CW1
O14727	P10415
Q9BRD0	Q9Y388
O60500	P02768
P61981	Q9NYL2
P16104	Q9NPF5
O43676	P03905
O15479	P52272
A0JLT2	Q16637
406982	P40763
O94763	Q9UBK9
P56705	Q9Y5W5
Q8TD19	Q9H0R8
P29597	Q8WYR1
O95382	Q04917
P41587	P63092
Q92793	Q9UER7
P57087	Q04759
P25398	P62263
P0C0S5	P68431
P10244	Q969S3
P00519	Q9NRY4
P35226	P78364
O15020	Q9NYQ7
P05019	P06213
Q13315	Q9NY74
407012	P36896
P11802	P20073
Q14674	Q8WVM7
P62829	Q9NYJ8
P05106	Q9Y490
P26599	Q05519
O95747	Q9H4A3
Q07889	Q8NHR9
Q16254	Q9HB71
P19438	Q9BPZ7
P48051	P50151
O75578	P56945
P30968	P35222
P07333	Q9Y4K3
P61224	Q9HAU4
Q16514	Q16594
P55317	Q9Y261
P01574	P42702
Q9NX24	Q9Y4K3
P41220	Q13237
Q07890	Q14644
P01106	P08243
P03886	Q9UI09
O96014	Q9ULW2
Q8IYR0	Q99750
P49207	Q92901
P61201	Q13216
P40337	Q86SX6
O15524	Q08881
Q13127	Q9UKL0
P12956	Q9NTG7
P36542	P62316
P61956	Q12873
P60228	Q99613
P40305	P42224
P51677	P78556
Q9NRI5	Q9UNH7
28442	Q99856
P02766	Q6UXH1
P0CG48	P12931
P51684	P55773
P01106	Q9BZM1
P28070	Q8IY92
P17066	Q8TDR0
Q96B26	Q9Y3B2
P30480	P49321
406991	P78504
P22736	Q13263
P84022	Q99717
