#node1	node2
Q8N257	Q9UPS6
P10276	P29373
P62258	Q99759
O60216	Q13573
P16220	Q9H422
P49840	P61981
P26951	Q9H2G2
P01106	Q92993
Q06609	Q92698
P35998	Q15008
P16333	Q8IZD9
Q02641	Q13555
P07437	Q68CR1
P23511	P49715
O75477	P18146
P62277	P62701
P12004	Q9UET6
Q9H3U1	Q9Y5J5
P10070	Q13547
Q6ZRS2	Q9NPF5
P32121	P61073
P63104	Q92973
Q01844	Q9Y676
O75971	Q13487
P08047	Q12882
P16035	P18146
O00487	Q9Y478
O95863	Q9H0J4
O14733	P53779
P46734	P61224
O43809	Q9P2G9
O43175	Q9Y478
P61201	Q9BT78
P61313	Q9UQ80
406995	Q8WYQ5
P63096	Q86XP0
Q04917	Q9Y2J2
Q13315	Q9UKK9
P16104	P60709
P08631	P63096
Q9BWT1	Q9UGN5
Q15788	Q9Y6Q9
Q13547	Q16890
P19438	Q99558
P25789	Q9Y244
O75496	Q14566
P23229	Q9HBI0
P23246	P43243
P20073	P29400
P12814	P18031
P26232	P35609
P31942	Q9UKR5
P04637	Q9HBJ7
Q99961	Q99963
P58753	Q9Y2C9
Q13418	Q6R327
P47756	Q9BYC9
O15055	Q99743
Q16082	Q9HAW0
P49715	Q15848
Q5T4F7	Q9Y6F9
P35626	Q8NH05
O15162	P12931
P32242	Q93062
P68366	Q99459
Q13137	Q9UKA9
P07333	P27986
P42338	P63000
Q15714	Q8WWC4
P02545	P20700
P05013	P42701
Q16659	Q8WU39
P15090	P41743
P02768	Q8NHC8
P60568	P78552
P61224	Q9P2F8
P48546	Q5JWF2
Q14197	Q8N983
P17844	P52272
O00206	P07585
O15111	Q9H467
P01871	Q05397
O14775	O14827
P06756	P24821
O14640	P49674
O75569	Q9UPY3
Q01094	Q9UQ80
O96019	Q92922
P24522	Q6STE5
P16104	Q15257
O00755	O75084
P15336	Q99062
P67809	Q00005
Q9H2X6	Q9Y6I7
P01889	P15121
P40337	Q15019
P00519	P42166
O60260	P08107
P15336	Q13555
P10644	Q96EZ8
P05997	P17301
P27695	P30480
O15455	P14316
P10721	Q9Y4K3
Q16778	Q6UXN9
O75446	P24385
P22314	Q16594
P32881	Q99650
O43189	Q93062
O00182	P04114
P13612	P49747
Q12905	Q9UBD5
P01130	P30101
Q14164	Q15019
Q93009	Q9UJX6
O14827	Q9BZ23
Q13315	Q16625
P27635	P36578
P49023	Q12800
Q13098	Q9BT78
P10912	Q9P0W0
P42262	Q13224
O00144	P09544
P46531	Q12860
P12956	P62070
B1A4H9	Q14627
O75478	O95990
P02751	P98066
Q16637	Q9Y600
P09544	Q14332
P31947	Q99683
P25440	Q9H2F5
Q96SB3	Q9Y243
P50990	P63104
P01730	P60709
P11142	P49815
Q15554	Q8NEM0
P46020	Q9NZT1
P06899	Q99878
P01571	Q8IU57
P10275	Q96ST3
P35080	P63261
P01892	P43632
P00533	P12931
O43678	P17568
Q14994	Q15788
Q53HC9	Q8NC51
P20333	Q14644
O14936	Q9P202
P18146	P53667
P25098	P62166
P10276	Q9BV79
P62987	Q15797
P29320	P52803
P62851	P62857
Q8TD86	Q96NX5
P24522	P32456
P09651	Q9BUJ2
P15153	Q13616
P19838	P25106
Q8TEP8	Q969T4
O00255	Q9BXW9
O96017	Q16254
Q5VT25	Q92614
P12830	P49768
Q8WYR1	Q9HBW0
406952	P38936
O00217	Q86Y39
P10721	Q12913
P46108	Q9BYB0
P62993	Q8TAQ2
P09619	Q92915
P61024	Q00526
O14493	Q07157
Q09472	Q9UK53
P08581	P29353
P48544	P63215
P16871	Q99497
O00231	P43686
O75365	Q8NE01
P05783	P58107
P18206	P26368
O14543	P01106
Q6AI08	Q8WU20
P28562	Q01085
Q01094	Q16875
P06241	P26992
P56706	Q96HF1
P11171	P48047
P04156	Q07812
O14777	Q14203
P41182	Q9NRA8
P01178	P16333
P04278	Q96QD9
P22607	P52803
P12931	P21917
O95644	P43694
P62993	Q9UBK5
P05129	P61586
Q5M7Z0	Q5VVX9
P15923	P35222
P42858	Q96CV9
Q13315	Q9UGK8
Q8N5R6	Q9BQD3
Q2TAY7	Q9H0H5
P25025	Q8WTQ7
Q16363	Q7L1I2
P68366	Q9Y3M8
P18206	P35579
P07355	Q9UHV8
P08588	P10276
P01903	P16220
O43324	Q13535
P63096	Q9H244
P13612	P19320
Q9P2S5	Q9UQE7
P35626	Q8NGI4
P03956	P19875
O14920	Q7Z434
O96006	P51606
P61088	Q96P09
P99999	Q9Y4K3
P06748	Q04206
O60907	O95996
P35240	Q8IX03
P05067	P49757
P27816	Q96L34
P51513	P57721
P01106	Q13422
O75419	Q14566
O00231	P61956
P29460	Q01113
P01106	Q92616
Q7RTX8	Q9HCK5
O43765	O60844
P15509	Q9NPF7
P0CG12	Q13541
P25440	Q99459
P01116	Q5VWQ8
Q13426	Q7Z2E3
O00182	Q14624
P05129	P17612
P25054	Q96KQ4
406982	Q14814
P10276	P78413
P84996	Q99677
P62491	Q7L804
P63104	Q99683
P62837	P78317
P06239	P15941
O75604	Q9BUH8
P54727	Q13200
P49368	Q00653
P28074	P60900
P22626	Q13243
Q16665	Q9C0J9
P21246	P35269
P01106	Q14847
P25025	P63096
P01589	P52333
O75478	Q16531
P11021	P18850
P0C1H6	Q9BTM1
P20807	Q7Z6G3
P22694	P53779
Q8N668	Q9GZQ3
O14639	Q13137
Q03001	Q15691
P60763	Q9UPY6
P26885	Q9Y6D6
P26012	Q9UKX5
P11801	Q13424
O43464	Q16539
P61077	Q6PCD5
Q13535	Q9P2M7
O75925	P38398
Q8N0W4	Q9Y4C0
Q9UMR2	Q9Y2U9
Q07955	Q13243
Q9UBI6	Q9Y572
P01112	P62993
O75694	P52948
574411	P14174
Q9C0E2	Q9Y5J5
Q04206	Q9UM73
P17612	Q05469
O15360	Q8NB91
P49721	Q9Y244
P18146	Q9H4A5
Q05519	Q13573
O75365	P40121
P31946	P35221
Q07002	Q15834
P16284	Q08050
Q13111	Q15047
P50914	Q00005
P29474	Q8TD86
P63146	Q5T4S7
O60674	Q99683
Q13315	Q8IZL2
P16220	Q13237
O95251	P53350
P48059	Q9HCE7
Q16655	Q96J02
P25440	Q9Y230
406894	Q15910
P06493	P20248
Q9UI95	Q9UM11
P20333	Q9H1R3
P01889	P30046
P12644	Q12841
P46776	P62888
P01116	Q8N431
P04637	Q13190
Q15797	Q92765
P22362	P51685
P12524	P61244
P10074	Q13418
O14920	Q8IUC6
Q9H013	Q9H501
P41279	Q05639
P61978	Q8NE01
O15145	P42768
P98194	Q9Y219
Q86V81	Q8IX12
P45985	P53778
P31946	Q9Y2U5
Q99689	Q9Y6M9
Q00597	Q9NPI8
Q12789	Q8WUA4
P52948	Q9BUJ2
P42684	P60763
Q92616	Q99459
P19634	P49407
Q14BN4	Q9Y3A3
P63092	Q99677
Q7Z434	Q92985
Q03135	Q9H0E2
P15924	P60510
P04049	P17612
P04637	P12429
Q5VWK5	Q8WXH5
P01106	P59768
406928	O75030
P49407	Q99558
Q14061	Q9UKR5
P62158	Q86XI6
P19235	P23458
P04899	P21453
P24071	Q9UKJ1
O14939	P04406
P62249	P62993
P62258	Q9NRI5
O75438	O95168
Q00839	Q15365
P01242	P32927
P27348	Q04917
Q14240	Q92698
Q9UGJ1	Q9UKJ5
P04844	Q9UKE5
P62714	Q96L34
P08107	Q15750
O95685	Q16816
P15923	P27361
P18077	Q96BK5
Q16513	Q5SW24
P29350	Q9UKJ1
Q02750	Q07890
P51955	Q14511
O14965	P35222
407046	Q13127
Q96LR5	Q9Y3C5
Q8NB91	Q9NW38
Q14774	Q8N806
O15524	Q15116
P01106	P68366
P28749	Q9Y605
P84022	Q01082
P52333	Q8N6P7
P06239	P20749
P04637	P05121
A8TX70	P31431
Q8N2Q7	Q9ULB1
P48050	P50148
P78508	Q13424
O75173	P01009
P61254	P62891
P01116	P22607
Q13243	Q93033
Q7L4I2	Q9NRR5
Q04206	Q9Y297
O15111	Q15796
P46092	Q8WTQ7
P10276	Q2M1K9
P51817	Q8NER1
P35222	Q96NW7
O94906	Q8WWY3
P42773	Q03164
P08648	P78509
Q01844	Q8N4F4
P48023	P62993
P25788	P28070
P04899	Q92847
Q99935	Q9UDV6
Q9GZS3	Q9HCE7
P20226	Q9P0U4
P35968	Q15147
Q0VG06	Q14469
P04141	Q969J5
P16070	Q16363
P09603	P16234
P61981	Q8N3V7
Q13554	Q14643
Q92600	Q9NZN8
Q9BS40	Q9BZ23
O60934	P09874
Q96CN9	Q9Y2I6
P10721	P52803
O14775	Q08828
O95696	Q14566
Q15080	Q15759
P62879	P63096
P06756	P12931
Q6UW56	Q9Y5X1
P11021	P20333
O75015	P20963
P08047	P42858
P13232	P38484
P23470	P27361
P23528	Q15750
P28222	Q9UK08
O75478	P06899
O00409	Q96B26
O95433	Q9Y5H7
O15047	Q13315
P11362	P31371
P38936	Q7Z699
Q9BW27	Q9NRG9
P17301	Q9Y6N6
P35626	Q8NGF9
O00232	P17980
P18084	P53420
O14920	P01375
O60613	P30504
407040	Q96EB6
P04626	Q6PKX4
Q13976	Q9BZL4
O14672	Q99075
P12956	P25963
Q15349	Q92934
O60232	P81605
Q13554	Q9UQM7
P04075	P27540
O75578	P21815
P01106	P49591
P15927	P23025
Q13432	Q53FA7
O75077	P63104
P16220	Q9GZX7
O94855	Q07002
O75586	Q99798
P15260	P40933
P56524	Q13557
Q14164	Q9Y5Q3
O00418	O43741
P11473	P11712
P17676	P53778
P30281	Q08999
P11021	Q99459
P09471	P53779
P62318	Q8WXD5
P31689	Q13077
P08670	Q13233
P15056	P63104
P59998	Q8WUW1
P08700	Q8N6P7
O00264	Q86Y56
P16220	P56178
P08637	P28907
P05107	Q8WWW0
P02743	P31994
Q00597	Q8NB91
Q92985	Q9NWZ3
P06239	P08174
Q9BQ67	Q9UKS6
P01591	P01871
Q9NSC5	Q9Y566
Q15369	Q96S21
O60237	P14649
P16671	P35442
P24385	Q08999
P01116	P10809
O76070	Q96AE4
P62826	Q9P2H0
O00329	P17301
P34969	P63092
O43147	P00533
P42226	P52630
Q9GZN1	Q9Y230
O14904	P56705
O14807	P00540
P36873	Q13936
Q15796	Q9NQ69
P62191	Q9UL46
P32121	P32246
O14593	P52272
P62750	P84098
P04637	Q92925
P08887	P22301
P00533	Q05655
Q75QN2	Q99459
P60880	P61266
P10916	P68032
O00232	O43242
P62140	Q68CJ9
Q96RL1	Q9BTM1
P01571	P26992
P40429	P62750
Q13620	Q9NZJ0
P26373	P27986
O14730	P20618
P0CG47	P10636
P08107	P49841
O15143	Q8WUW1
P63000	Q9Y2Y0
P04083	Q9BQ83
P61457	Q9Y463
P55081	Q92620
Q6P0Q8	Q92616
Q96KQ4	Q99459
Q07812	Q9P2Y5
O15524	Q8N668
Q15369	Q93063
O15067	Q14164
O75044	Q07889
P22612	P23634
P31947	Q71H61
Q9H2F5	Q9UBU8
Q12873	Q99728
P30101	Q9UIW2
Q13387	Q9Y4W6
P42336	P43403
Q96A54	Q96RR4
P10275	P37088
P49792	Q9NRG9
P11171	Q9HB71
P32519	P41182
O94921	Q04771
P56703	Q9UEF7
P19883	Q12841
Q9NWA0	Q9UBN7
P22607	Q9Y6I3
Q15843	Q9H1Y0
Q13084	Q14197
Q02790	Q9P0V3
P01106	Q14689
P07202	P26951
P25963	Q71U36
P01889	P42771
P48730	Q96RY5
Q99816	Q9UPQ4
P22694	Q9NPA1
O00213	P54253
P61952	Q9NQ66
Q8NEM0	Q9BPX3
406889	P01116
P05067	P61764
O43676	O95178
P11172	Q99459
P60510	Q00005
P52701	Q13315
P54274	Q96AP0
P30542	P63096
P06241	Q14008
P36507	Q07889
P10515	Q15120
Q9NP81	Q9UET6
P49716	Q8N264
P18206	P20618
P06241	Q9UMN6
A6NMX2	Q04637
P25054	Q15172
Q01105	Q9NYV6
J3KMZ3	P29992
O14920	Q99558
Q8IY92	Q9P2E9
P03886	P03915
P36956	Q9UGJ0
P10826	Q15796
O15264	Q9P2K8
Q01081	Q86U42
P01106	Q9NRX6
P36873	Q9UD71
P22694	P50150
O75326	P62993
O14965	Q9UM11
P24043	P56199
P35637	Q15365
Q8WYR1	Q9Y6W8
P11308	Q92769
O60840	P62140
O15085	Q96L33
O75674	Q8IZL8
P15586	P16333
P62993	Q9P0K7
P01242	P48551
P04844	P08138
P19338	Q14790
P17405	P18146
P18146	Q00534
P17181	P63244
P16871	P54920
P46108	Q15036
P31749	P31947
P15407	P27695
P02458	Q14050
P60763	Q14185
P00736	P09871
P27361	P39877
P12034	P22455
P16333	P49770
Q08334	Q8WXH5
P0CG48	P61978
Q13155	Q9Y2F5
P50151	Q92806
O43399	Q16890
P04637	P19838
P22415	Q16539
P42331	P60953
P17181	P32881
P03956	P16035
O76027	Q9HCE6
Q06587	Q9HC52
P20290	P62330
P09619	Q15389
P16871	Q13007
Q86TJ2	Q8NEM7
P05114	Q86U86
O75367	Q08945
Q13555	Q4KWH8
P11388	P67870
P04440	P20036
Q10586	Q12873
P52757	P61586
P21709	P52803
Q16778	Q9Y6F1
Q13573	Q8WYA6
P25490	Q53TQ3
P14778	Q12933
P51124	P68366
P30291	P67870
O14640	Q9HCP0
P13725	P78552
P59998	Q9BPX5
P48357	Q13131
Q99623	Q9UL18
P09919	Q969J5
Q13111	Q9Y294
P51681	P63167
P06756	Q8IZC6
P62847	Q99558
Q14765	Q15306
P26232	P68032
Q5VWQ8	Q9Y2Q3
P18564	Q13751
P23527	Q93077
Q6P2Q9	Q9NR30
P08727	Q9NYB9
P04792	Q05655
Q09028	Q96ST3
P11940	Q14103
P28472	P67775
P36402	P46937
O60239	O95271
P06400	Q08050
P08670	P27348
P08069	P35568
P52333	Q8IU57
P60900	Q9UNM6
P10147	P51684
P11274	P46109
O15355	Q9Y6K5
P24522	Q9UKR5
O75369	P62993
P25490	Q92769
P08107	P53041
O14735	Q9H1C4
Q92633	Q9HAV0
O95163	Q9Y6M9
Q16385	Q969G2
O43927	P51686
P43405	P62330
P31749	Q9Y5P8
P01241	Q16658
O14920	P15104
P52272	Q14683
O95163	Q99728
P14416	Q9Y5P8
Q00403	Q04206
P15311	Q9BXI6
P16144	P49747
P78396	Q05397
Q05513	Q07021
P04156	P32004
P49336	Q71SY5
P78527	Q13426
P67775	Q9Y2T4
P25024	P80075
Q12778	Q969Q1
Q13404	Q92560
Q14194	Q9BXM7
O43670	P52272
O43488	P30480
Q01094	Q92831
O95696	P25205
Q16777	Q5QNW6
Q99832	Q9UHD2
Q13315	Q9UF12
P62070	Q8WYR1
P36873	Q96BA8
O00505	Q96DF8
P62805	Q09028
O14807	Q14644
P51677	Q07325
P40337	Q9P031
P34932	Q99683
P01106	Q9NSV4
P13196	P61224
P63104	Q9UK53
P05556	P15531
Q13952	Q6AI39
Q02080	Q13469
Q5JWF2	Q9UP65
O75400	Q76L83
P31946	Q9P2M7
O60359	P62136
O14920	Q9UDY8
P09429	P43246
O00231	P84022
O96013	Q9H1R3
P54840	P62136
P08069	P08754
P05412	P38398
P35249	Q13573
P41227	Q16665
P29474	Q13557
P08648	P46109
O60566	Q12834
P28074	P49720
Q15149	Q2TAY7
P07949	Q07889
O95467	P47871
P00748	Q9NPY3
P26599	P38159
O15530	Q9H6R7
P49023	Q13683
P01889	Q16576
O00329	P54710
P16298	P48454
O43147	P21246
P62745	Q96HP0
O00299	P11171
P61077	Q13064
P35626	Q8NH21
P12931	P47928
P15248	Q01113
P62899	Q02543
C9JDP6	P56880
O15160	Q9H9Y6
P08195	Q9H173
P12980	Q96T60
P21246	Q99417
P05771	Q13164
O15344	P61077
Q13976	Q8TEY5
O60313	P01106
O00585	Q9NPB9
P62993	Q9Y2D5
P25786	P51946
P46060	P60520
P01137	Q13547
P28562	P45983
P09471	P45984
Q96Q89	Q9Y265
P01106	Q9UKN8
O43516	P06241
P49682	Q99731
P04899	P14598
Q05513	Q5JVS0
P29400	Q13797
Q13950	Q8WYB5
Q13315	Q8N8S7
P07237	Q03692
P0CG47	P29353
O95257	Q8NBN7
P17544	Q16514
P16144	Q8IZC6
Q15796	Q8WXF1
P29692	Q9Y4K3
P52630	Q9NSE2
P05386	P46776
P28749	Q15796
Q8TF46	Q9NPD3
O00141	O75828
P62805	Q9BVI0
O14974	Q13315
P32121	Q8NGG4
P11474	Q16665
Q96Q83	Q9Y265
P24941	Q8NHZ8
O15239	P03891
O60739	P52907
O95199	Q9BT78
O43561	Q07889
Q99627	Q9UNS2
P51149	Q13748
P16410	P42081
P56199	Q13683
P23396	P62269
P47813	P54253
O00161	O15126
P31943	Q14683
Q14790	Q92851
P61313	P62945
P32246	Q16663
O15541	Q13435
P29474	Q8IU85
P68133	Q9Y265
O43541	O75582
O00487	P23508
O94921	P62258
P54253	Q9P2G9
Q09028	Q7L2E3
P22694	Q04206
P01034	P54253
P04637	Q15906
P01106	P12956
P29350	P48551
O94874	P61077
P23508	Q9Y295
P51970	Q16795
P50542	Q8IY92
Q8IYR0	Q99750
O00571	Q14790
P04731	P63096
Q15746	Q9P286
O15169	Q96SB3
P62136	Q9UBN1
O00410	P18124
P29597	Q8WYR1
P04629	P46934
P41221	P51654
P31946	Q14C86
P46019	P62140
P01616	P22392
Q16526	Q99743
P51991	Q13151
P01225	Q9UBR4
P01111	Q13972
P34932	Q9Y6K9
P21741	P98164
P25963	Q04864
O00303	P78396
P08729	P58107
O60610	Q13563
Q08211	Q86V81
P07910	Q13247
P17612	P27361
O75828	O95376
P34932	Q9UBR2
P25445	Q12923
Q14005	Q99712
P35916	Q9HCT0
Q00325	Q9Y572
P10721	Q7Z699
P22626	P35222
P26373	Q13233
Q15052	Q6UXF1
O43320	P06213
P46531	P98170
P08572	P18084
Q96B97	Q9P2Y4
P57052	Q9BQY4
P18146	Q9Y4R7
Q03014	Q14973
P23497	Q92793
O95049	O95471
O75444	P67870
P16471	Q969D9
Q9NQT5	Q9Y2L1
O60814	Q8IUE6
Q92993	Q99728
P42262	Q12879
O00629	P46063
O14904	P56704
P04222	Q8IUC4
P78347	Q99856
O14641	Q969F2
P45985	Q9Y6R4
P07864	P08047
O95400	P06729
P62750	Q9Y4K3
Q04637	Q09161
O43889	Q12982
O75578	P12109
P63104	Q8NDB2
P62263	P62753
P01019	P62993
O43542	Q9NRM2
P51617	Q16539
O60684	Q00978
P18146	Q06136
O00329	P43403
P05129	P30154
O14965	P49450
O00327	P49674
O15360	P27986
P52756	Q15366
Q9UI95	Q9UJX3
O95149	P50542
O75365	O94822
P62136	Q13936
P28702	Q15466
P00491	P51693
O00459	P04899
P19022	Q05209
P43405	Q9P126
P63104	Q6ICG6
O75886	O95630
P0C0S5	P56524
O00291	Q13352
P01106	P46939
P62993	Q96NZ9
P35498	Q9P2W3
P10721	P11487
P05412	P20702
P07196	Q16539
P29459	P48551
P08246	P55899
Q9NS23	Q9Y6H6
P62993	Q04837
O95433	P23759
P35968	Q03014
P28472	Q15111
Q13619	Q9Y5J5
Q8IY92	Q96AY2
P35637	Q15287
O94817	Q9Y3D9
O14640	Q13618
P11387	P51991
Q13472	Q5UIP0
P17181	P29459
Q96F44	Q96RN5
O60941	Q15834
P02671	P02679
O95568	Q92561
Q13163	Q13164
Q01970	Q9UK08
P06241	Q13588
P51817	Q9UNY4
O43914	P43631
Q9BSK2	Q9NRH1
O43639	Q8N684
P10828	Q6P2C8
P05112	Q14627
P42229	Q15303
O15519	P50591
P20618	Q13418
Q8IU57	Q9NPH9
Q5VVX9	Q9C040
O43741	Q9H9S4
P48061	Q6V1X1
Q13554	Q8TD86
P01112	P42684
A8K4G0	P06241
P15882	P60953
P53567	Q16520
O95721	Q9NZN3
P09874	P10275
Q02156	Q9Y624
P17980	P55036
P98175	Q01081
Q13315	Q9UPN4
O95155	Q99615
P30480	Q9NRN7
O43172	Q9Y333
P18848	P36873
P55199	Q9NQC3
Q9UHR5	Q9UHX1
P16298	Q13042
P14174	P16220
P07900	P50502
P63092	Q9BWD1
407007	P49918
P61244	Q16594
P60981	P63261
Q00005	Q9Y5Z7
O75791	O95630
O75448	P49336
Q9BRT9	Q9Y248
O95619	P16104
Q7Z3Z4	Q9UPY3
P26442	P61088
O15264	Q13233
Q8IY92	Q9H0U9
Q9H0E9	Q9UBU8
P08195	Q9UPY5
P04049	Q13177
P26006	P56199
Q04323	Q9HCE7
P01730	P06239
Q13555	Q8NER1
P20700	P41219
Q6UXN9	Q9NPF4
O14672	P25025
407047	P16220
P13232	P26992
O75925	P04637
Q92890	Q9UJX6
P07942	Q9UKX5
Q13487	Q5SXM2
406952	P24385
P13805	Q8IUR7
P08047	P40617
O00168	P51817
P27482	P29474
Q03933	Q9BPX3
Q07890	Q8IZP0
P26232	Q07157
P01106	Q5VTL8
P67775	Q8IZS8
P46937	P63165
P27708	Q13164
P08183	P23511
Q12852	Q16659
P40337	Q15185
P16220	P30281
O00716	P33993
Q13620	Q16531
P12814	P23229
A0JLT2	Q15287
P62955	Q969Q6
P04629	P18031
P42773	Q7L5N1
P48736	Q86YM7
Q9BUJ2	Q9BWF3
Q6UXL0	Q9UBD9
Q13315	Q9NZT2
Q9BWU1	Q9H944
P25788	Q9BQ83
P21802	Q99962
Q5VTD9	Q6X4W1
P38919	Q96Q15
P25398	P62273
Q13151	Q14011
P16885	Q05655
O75478	Q9NR33
P39687	Q66K89
P62879	Q9H1C0
O43353	P17066
P16104	Q9H3N1
P52306	Q9NS73
O96019	P24522
P29597	Q08334
P62324	Q9UIV1
P07437	Q9NYJ8
P0CG47	P0CG48
P57737	P62877
P18621	P61254
P31273	Q03164
Q96S59	Q9H4A3
Q7L1Q6	Q96QZ7
Q05397	Q15759
O75376	Q9BQ87
O00213	Q9UI08
P06493	Q99640
P54619	Q86V24
P25786	P38432
O60229	P38432
O75369	P13612
O00487	P17980
P01106	Q92673
Q16539	Q9NQU5
O15069	P22736
P29317	Q92529
P06899	Q92830
O95359	P07199
P05386	P42766
P19525	Q9Y285
O43683	Q13257
O95405	Q5T124
Q92730	Q96BY6
P31152	Q16665
O43184	Q5HYK7
P17980	P48556
Q13315	Q9NPF5
P42768	P61160
P38159	Q13573
P51679	Q9H2A7
P00505	P62330
P41743	Q9GZQ8
Q15796	Q8TEW0
O75038	P24723
P03915	P03923
O60503	P38405
P48723	Q9NRR5
Q9C0J8	Q9UKF6
P10721	Q14451
O95294	Q07890
O75094	P07384
Q8TBE7	Q96P50
P51610	Q9UPS6
O00470	Q92793
P46092	Q9Y4X3
P48444	P53618
P55851	P63104
P17948	Q9HCT0
P11802	P14618
P08246	P10145
O14662	P21675
P47756	Q9P287
P02768	P06727
O95714	Q9UJU6
P60763	Q6ZUM4
P08107	P54253
P21580	Q9UDY8
P13693	P30480
O95696	P55201
P54762	P98172
P04899	P49796
O15530	P17252
P51636	Q96JH8
Q03060	Q16649
P04632	P56134
Q15561	Q15834
P06213	Q9Y4H2
O43741	P13569
Q99996	Q9P1U1
O95985	P28799
P08620	P48431
P61073	P80162
P01112	Q9UJF2
P36542	P56381
P11940	Q14CS0
P41182	Q9UKV0
P61981	Q86X29
P10275	Q07890
O15350	Q9H3D4
P12107	P53708
Q0D2J5	Q8N8B7
Q13557	Q13698
P07947	Q13444
P07477	P62993
P07949	Q9H4P4
P05771	P27361
P78371	Q9H7D0
P38936	Q9H4W6
P05121	Q07954
Q8IXJ6	Q9NQC3
P48058	Q12840
Q969T4	Q969V5
P04049	P27348
P04899	Q9H228
O75558	Q9Y6J9
Q08289	Q13557
P63000	Q96BY6
Q6R327	Q8TB45
Q9HAV0	Q9Y572
O00141	P12882
O14497	Q14526
P52597	P55795
P28062	Q03518
P62993	Q96I24
P15336	P67870
Q92734	Q9UKR5
P63104	Q92974
P67870	Q6UXH1
P17948	Q92915
Q15907	Q86TI0
Q13233	Q13627
P13631	Q15788
P14859	Q99728
P38405	Q8NGF8
P26196	Q00005
P22087	Q9NY93
P07737	Q14194
O00429	P49841
P40763	P63244
P18124	P49207
P06213	P21583
P15018	P17181
P17081	P85298
P49238	P63096
406991	P78504
Q04637	Q12933
O75489	P51970
Q96AW1	Q96KB5
P37231	Q5QJE6
P08865	P46783
Q09472	Q99966
O95948	Q9UL17
406901	Q9UKV8
P62487	Q9BTT4
P30153	P31749
Q9HCK5	Q9NXS2
P01116	P12931
P17948	P48736
P32121	P32302
O43781	Q92993
P13727	P17676
P36402	Q09472
O43294	P62942
Q9H9S0	Q9UJU5
A8MTJ3	P59537
P18433	Q9P2Y5
P08908	P28221
P45973	Q01094
P28907	Q13237
Q00005	Q9NWZ3
P53007	Q9HCK5
O15198	P28482
O14576	Q96FJ2
Q8WXI9	Q92831
P11586	Q16254
Q12824	Q13315
Q15831	Q96CW1
Q3YEC7	Q99750
P68431	Q96LA8
O15264	P04075
P05015	Q14626
Q8IX04	Q96C23
P46821	Q9H0Y0
P30084	Q13177
O75044	P61981
O43924	P61225
P06733	P0DI81
P53350	Q9BZF3
O76000	P38405
P62993	Q9UHD8
P27361	P59768
Q02156	Q9NQ66
P67809	Q8WXA9
P38936	Q92922
Q13573	Q96AE4
P06748	P10144
P50053	P61626
Q01844	Q9UHX1
Q6IBS0	Q9NSB4
P16885	P42768
P03372	Q14258
P00519	Q9Y4D1
P32121	Q8NH67
Q92734	Q99759
Q99062	Q9GZX6
Q9BWD1	Q9H1Y0
P05060	Q53HC0
O95503	O95931
P27708	Q99558
O15360	Q9UBZ9
O60739	Q15819
P27986	Q99836
