#node1	node2
O60391	P22612
P57087	Q96QZ7
O43374	P21860
P36956	Q02363
O15239	P17568
Q93098	Q9UP38
P22301	P48551
Q07890	Q562R1
O14727	P04637
P35637	Q92620
P51654	P56703
P16035	P47914
O15520	P06213
P0CG48	Q13191
O43182	Q9H4E5
Q14974	Q9UH99
O14867	Q86YC2
Q13233	Q71U36
P16070	Q9H9S0
P27986	P61586
Q9NZ94	Q9P2S2
O00206	P01106
O60404	P32121
P05556	Q15027
O94829	Q15699
Q13625	Q9HBG4
P40692	P54132
P56748	Q9Y5I7
O00165	P20333
P36873	Q9UBN1
Q07020	Q13233
P18084	P23229
P63167	P78352
P35626	Q8NGR3
P62993	Q96RT1
P08754	Q92806
P12004	Q9UK53
P18754	Q9Y478
P13501	Q04206
P17275	P45983
P22392	Q12802
O00221	P23246
P24522	P98177
P31751	P98170
P26641	Q8NHV9
P28482	Q13541
P52756	Q15428
P32248	P80075
P11362	P46934
P24723	Q86YW0
P08648	P20908
O95149	Q16643
O75554	O95104
O00585	P49682
P46092	P78556
O75937	Q14683
P27482	Q16821
O15399	P22694
O00626	P32246
P60953	Q9H3Q1
Q12873	Q92598
Q7KZI7	Q9Y4B5
P35268	P62829
P13501	Q92985
P05388	P83731
O15379	Q99933
P60002	Q16659
O00221	P19838
Q9HC98	Q9Y230
P13569	P31151
P05976	P16871
P63218	Q9H1C0
Q8N806	Q96DH6
O15111	O43318
P24941	Q13309
P00533	Q9NRF2
O15239	O95178
P62877	Q13387
P0C0S5	Q8N257
O76071	Q16795
Q8IX12	Q9Y6K9
O43521	P63244
P35226	Q99496
O94979	Q15437
P04035	Q13131
O15492	Q14344
O00471	P78344
O43298	Q12933
Q8IYX3	Q99750
P54710	Q9UEF7
P51991	Q13242
P03372	P24385
Q5T5S1	Q99750
P52797	Q9UF33
P22612	P61586
O00459	P60763
P12757	P51668
P09429	Q5UIP0
P07199	P61296
P62714	Q15172
P51148	Q15075
O95832	P78369
P06241	Q9ULH1
406892	Q8N122
P0CG48	Q06587
P24941	Q8WWL7
P39023	P46776
A6NHL2	Q14204
O43639	P30530
P21554	P61952
P18146	Q14585
O75469	P08684
P38398	P98170
O15264	P12956
P22301	P38484
Q15797	Q92831
P61587	Q9BRR9
P0CAP2	Q9NVV9
P42830	P51684
P10275	P20815
O75251	P51970
O75578	Q13753
P98082	Q96CW1
Q8N5C8	Q96EX3
O15054	P03372
P30504	Q13263
P32881	P48551
P32121	P45984
O94985	P98160
O15511	P61158
P18146	Q92945
Q07812	Q16611
O43390	P16104
P08246	Q08117
O60674	Q9UM73
P35250	P40938
O60359	Q66LE6
P78364	Q14781
P49368	P52735
P60568	Q14626
P18848	Q9UK32
P42679	Q13315
P14316	P50591
P78527	Q13315
P24941	Q99523
Q14500	Q9Y4J8
P84095	Q9Y6W5
Q14197	Q96CM3
P05141	Q99759
P01889	P67812
P48023	Q9NZQ3
P28347	Q9GZV5
P04637	P09884
P01106	Q6PI48
P23458	P52630
O75340	Q9UBV8
P32121	Q14137
P98160	Q5VTD9
P49207	Q9Y3U8
O75460	Q12933
P04083	Q5T3J3
O00459	P07359
P55157	Q12947
O15264	P04075
O15084	Q96KM6
P51668	Q969Q1
P45985	P80192
O60493	P11171
P62805	Q9Y468
Q13464	Q96A32
P63000	P85298
P05412	P18146
O14709	Q13263
P78352	Q15334
P21781	P22455
P13688	Q9H2X3
P07196	Q16539
P13612	P63104
P27348	P55916
O43292	Q9H490
P38432	Q9H0B6
O15519	P50591
P78543	Q9H361
P29459	Q969J5
P07199	P38936
P61952	Q92633
Q12929	Q15834
O95793	P60709
P40123	Q01518
P29972	Q6UY14
P02751	P18564
P62140	Q02156
P08514	P35609
P40818	Q96FZ7
P63098	Q9UIK4
P11940	Q8IYD1
P32121	P62714
O15144	Q9BR76
P26368	Q9BUJ2
P62136	Q01668
P12111	P26010
O14492	P22681
Q7Z3S7	Q969Q6
Q15021	Q9HC98
P01106	Q8IWX5
O43182	P60953
P14416	P30153
P11021	Q99558
P49279	P49715
Q9NZI8	Q9UL18
P27824	Q92597
P63000	Q14289
P01568	P48551
Q15796	Q9HCE7
P52735	Q8IZP0
P01106	P08047
P08246	P49913
P67870	Q96EB6
P0CG47	Q7LG56
O60729	P04637
P01106	Q13287
O96017	Q08050
O15379	Q16777
P62318	P83369
P01040	P21246
Q96EY1	Q9Y5J5
P01112	Q96RT1
P18146	Q9NZ08
P11387	P19525
P12931	P98172
P10451	P42574
O75914	P52564
P38405	Q8NGG8
P42330	Q9UKV3
Q8WVB3	Q9NX46
P11387	Q07955
O60353	Q93098
P26927	Q7L9L4
P48443	Q6P2C8
O15111	Q86UT6
P04637	P49848
O43395	Q15843
P61244	Q99814
P67870	Q15287
Q8IX04	Q96C23
O75365	P28288
P11597	Q01844
P00374	Q01094
P19438	Q9UHD2
407026	Q9UBC3
P23396	P63104
O43741	Q7RTN6
Q9Y4Y9	Q9Y4Z0
P01033	P14780
P05013	Q9HBE5
P12004	P40938
P67775	Q02641
P38405	Q8NH93
P00750	P10276
P17081	Q9P107
P08047	P40763
Q9BXT2	Q9Y5P8
P51571	Q9HC24
Q13315	Q96MT8
Q92769	Q9Y618
O00629	P38398
P02746	Q07954
Q5VTR2	Q7Z6Z7
O60711	Q9NV31
P06400	Q14938
P61981	Q9NSB4
P05067	Q53HV7
P01567	P38484
P36873	Q9Y698
P15336	Q09472
P30154	P53041
O15111	Q9Y6K9
Q09472	Q96PK6
Q9NPD8	Q9UKV5
P43403	Q07889
P78362	Q01130
O00743	Q8NB46
P25788	P28070
O95396	P25325
P04626	Q99650
Q13573	Q16513
P28222	P59768
P50991	Q9GZX7
Q15303	Q9H0M0
O43676	P03891
P10276	Q9UL19
O95777	Q15029
P35968	Q15464
O60260	P35222
O15264	P19838
P98161	Q13563
P13232	Q14627
Q92870	Q9HCE7
P16471	P35568
P13569	P48741
P49411	Q9HCK5
P22102	P62330
P07900	Q9H7B4
Q15303	Q99962
P22681	Q16827
P04406	Q06830
O14775	Q01970
P30291	P63208
P19784	P36897
P42701	Q8IZJ0
O43929	Q9UBD5
Q8WZ42	Q99684
P13637	P32418
Q53TQ3	Q9H9F9
Q13576	Q15653
O00212	Q8N264
Q99558	Q9NYJ8
P11142	P51617
P40763	Q9HBE5
P54619	Q16822
O95166	P60520
P12018	P55157
P00533	Q9NYD6
P01106	Q92731
P40692	Q16254
P20339	Q13671
P18085	Q9HCK5
P41236	Q15435
P12956	P16104
P61073	Q16663
Q07020	Q92901
Q15306	Q86TG7
P51617	Q9NWZ3
P60953	Q9P2F6
P15311	P16070
P24941	Q09472
P63000	Q8TEJ3
P40337	P51148
P12931	P42679
P32246	P80098
P51003	Q07955
O00442	Q02543
P49207	Q02878
P24043	Q13683
P30281	P36873
P63104	Q92552
Q96CV9	Q9HA65
P21860	Q99963
Q15599	Q8IUQ4
P15882	Q12789
P27361	P36507
O14818	P28070
P32121	Q8NH56
P20618	P40337
O00329	P06239
P35354	P49716
P24666	Q13177
O15209	P98095
Q86Z14	Q9NSA1
P20333	Q86UL8
A0JLT2	P61218
P43487	Q9UKE5
P28562	Q13164
O14625	Q04206
O43915	P29317
O00144	O75197
P00519	Q13444
O75956	Q9NZJ5
P15498	P46108
O15527	P39880
P05129	P08754
P35222	P52272
P62837	Q6UWE0
P41597	P48061
Q08334	Q8N6P7
P00533	Q99558
P20823	Q9HB31
O95433	Q9Y5H5
P49716	Q9UDY8
O95067	P49736
P49336	Q9ULK4
Q00325	Q6WCQ1
O00141	P16220
Q13813	Q9NV70
P20936	Q92574
O94874	Q96B02
P38405	Q8NGC6
P52948	Q9H8S9
P08107	Q8TF46
P49815	P62993
O75676	P01100
P61088	Q9Y3C5
P17252	P50281
P62917	P84098
Q8WU90	Q9H7E9
P08700	P38484
O75116	P62745
P16220	Q9UHG2
P00519	Q99259
P35226	P61077
O15235	Q9UKR5
P08729	P62993
P62380	Q96EY7
Q05397	Q9Y6N6
O14508	P26951
P15927	Q9P2H0
Q01813	Q9Y2Q3
P30281	Q08999
P50453	P68371
O14604	P60709
P67870	Q08752
O95626	P18146
P61587	Q9H7D0
P38405	Q96RD3
Q9UHC6	Q9Y2J2
P07900	Q9UNE7
P32121	P52292
Q15365	Q15714
P25025	Q9NRJ3
P0CG47	Q15078
P78537	Q9NR33
O60674	P36544
P41220	Q12873
Q00005	Q7Z3S7
Q13315	Q9UQB3
Q9UHB6	Q9Y572
P29597	Q8WYR1
P18206	Q9Y490
P38405	Q96R45
P62993	P63261
P52272	P62330
P01106	Q96KJ9
Q00653	Q9Y6K9
O14933	O95071
P38646	Q13535
O95343	Q9UIL1
O43242	P30480
Q14161	Q96PE2
Q14289	Q9UKW4
P11216	P46020
P27348	Q07812
Q16666	Q86WV6
P63000	Q9HC29
Q9NQU5	Q9UBI6
P27694	Q6PCD5
O14983	P26678
Q15172	Q9UF02
P07711	P55957
P02647	P02654
P35626	P49682
P11142	Q01201
P29353	P36542
O00574	Q99616
P11831	P35269
P23458	P42702
O60739	P62910
Q8NCE2	Q9GZQ8
P84095	Q15797
P45984	Q04759
P49915	Q99459
407035	P63151
P61981	Q7L8J4
P23297	Q00987
P40337	P61088
O00257	O95503
P36873	Q9Y6K9
P25098	P61073
Q96AH8	Q9BUF5
P04899	P51686
P11836	P17947
P42224	Q09472
P29374	Q13535
O60269	Q9BQ66
O43707	P35221
Q8IY92	Q92889
P56945	P84022
P19174	Q14315
Q14332	Q9H1J5
O60262	P17252
Q14181	Q9UBN7
Q12933	Q9P2J5
P52198	Q5JSL3
P51610	Q8N257
P17612	Q13522
P62753	P63220
Q92833	Q9H9B1
P16333	Q32MK0
Q15645	Q9GZT8
O75716	P02686
P07814	Q9UL18
P04899	P51679
P20138	Q13191
P62993	P78527
P43405	Q8NHL6
O75746	Q9BUV8
Q13409	Q96QB1
P01566	Q14653
P04439	Q99706
O43172	P36897
O15144	Q07889
P48039	P62879
P08238	P08865
O95831	Q15773
P01106	P17676
O14964	P25054
P15531	P27695
O14647	P63165
O00744	Q96HF1
P28482	Q8TEY5
Q6FI13	Q9UQL6
Q6PEY2	Q9UGJ1
O15514	Q8WVC0
O43318	Q04206
O75113	P0CG48
O95257	P26641
P12111	P56199
P56182	Q53EL6
O43747	P61966
P48061	P51685
P63104	Q6Y7W6
O14641	O43900
O43707	P38432
P07996	P13612
Q13555	Q8NEB9
P05386	P27635
P30457	P51571
Q14493	Q8IV48
O43187	P46977
O75528	Q9NR33
P08575	P42680
Q8TBB1	Q9BQ66
P07332	P40763
O15047	Q13315
O95819	Q13315
O95467	P47898
P19438	Q96EY1
P18827	P35443
P31946	Q14C86
O75928	Q13838
P25786	P30480
P05141	P25963
Q13467	Q93098
Q9NPD8	Q9NPI8
Q9H1D9	Q9Y250
O15111	P49407
P17931	Q01196
P10275	Q99816
O75419	P33991
Q7Z2T5	Q99459
P63208	Q16589
P23763	Q12846
O95168	P03923
O43809	O75530
O15198	P26572
O94874	Q96JB5
Q14232	Q9NR50
Q96P11	Q99459
O95238	P10275
Q13263	Q7L2J0
P17252	Q9UKL4
Q14738	Q96Q15
P05771	P15336
O15264	P30305
O00267	Q13526
P01571	P42701
P49281	Q9BT67
P20827	P35916
O76070	P63167
P08069	P41240
Q93079	Q96DB2
O60641	P25963
P01298	Q14164
P43657	P50150
O95467	P22888
Q05655	Q99759
P08238	P42224
P18124	Q9Y3U8
Q9P212	Q9ULU4
P13501	P13611
P16403	P49916
P16220	Q7Z444
P35626	Q6IEZ7
P27361	P31994
O60814	Q13547
Q9C0J8	Q9UKY1
Q86TI0	Q9UGI9
Q13315	Q6ZRS2
P55145	Q14164
Q12933	Q5T1R4
P11171	P62942
P23443	Q8N122
P04183	Q15572
Q9P2H0	Q9Y383
Q9NX70	Q9P086
P13569	P14317
Q92547	Q99638
P48729	Q9UDY8
P25705	P61981
P46019	Q16821
Q14686	Q9NWQ8
Q13315	Q9P2D1
O00716	P33993
P25445	P63165
P53396	Q9UBN6
P62136	Q9BUA6
O00212	Q5JSL3
P78527	Q9Y572
Q8IXK0	Q96EZ8
O75400	Q9Y6D5
P29274	Q5JWF2
P07996	Q16610
P17081	Q13009
Q13546	Q13748
Q13308	Q9NQB0
Q13315	Q7Z5K2
P14317	Q13588
P40763	Q14289
O43889	Q13554
P10720	P25024
O43524	P04637
P31946	P33176
P20810	P46108
P51149	Q14204
P04156	Q16236
P25963	Q00610
Q9BY44	Q9NZJ5
P36873	Q04912
P35556	Q99684
P63000	Q01968
P41182	Q9NYH9
O76081	P00519
Q12778	Q9Y478
P22087	Q9HA65
P43307	P68104
P02489	P43320
P41220	Q15717
P00918	Q2Y0W8
O00716	P38936
Q13568	Q99836
P62714	Q16537
P35626	Q8NGS6
P41091	P49662
O75144	P16410
O14654	Q02156
P35249	Q9HCU8
O15055	Q9UKB1
P49736	Q6P2H3
P16871	P37802
P17693	P43629
P54253	Q9UBD0
P15291	P26651
P36897	Q9Y4K3
O15198	P27348
P27487	P48061
Q13683	Q8IZC6
Q15024	Q92551
Q00005	Q9BXT2
Q86TM6	Q9BQ90
P63010	Q96HA1
Q09028	Q16777
Q9HAW0	Q9Y333
P12931	P18564
343477	P30291
O00144	Q99750
Q13418	Q92621
P61981	Q8NEB9
Q8IYX3	Q9BQ66
O43586	Q9UKX3
P51812	Q13393
Q15465	Q9Y6C5
Q09472	Q13485
O94805	Q92925
P20674	Q7L5N1
P46779	P62987
O95715	P25025
P48736	Q9Y243
P00519	Q9NZQ3
O14543	P42226
Q9UL18	Q9Y230
P0CG48	Q9UK41
P51817	P63218
P21246	Q9Y383
P62263	P62273
P18146	Q96PG8
P01116	P08581
O15105	Q15361
O75051	Q5VWQ8
P46108	Q9BXM0
P43694	Q92833
P62906	P84098
Q8TDR0	Q9NYB9
Q01668	Q969Q6
P17677	P68400
P78543	Q4VXU2
Q99962	Q9Y2H0
P01106	Q92499
P05129	P50150
P22301	Q04206
Q02543	Q96BK5
O94979	P04406
Q8N371	Q99447
O15297	P05412
P19438	P53675
P42224	Q9Y2Q3
P08865	P23229
Q14185	Q9H4E5
O14579	Q9NTJ5
O43674	O75251
P54259	P98175
O14879	Q9Y4K3
P17612	Q08499
P50453	Q5T3J3
P26651	Q9NPI6
O95865	P38936
O15344	Q96LR5
P12532	P21281
O95983	Q09028
O60888	P62993
Q9NXV2	Q9P2G9
P22612	Q32MK0
Q14449	Q99558
P04406	Q93079
P01106	Q9ULJ1
P09619	Q9HCT0
Q96A54	Q9UGJ0
Q13485	Q9Y6X2
P42224	Q8N2W9
O00212	Q96HP0
P63211	Q08462
Q01081	Q8IX12
P08670	Q8N283
P19174	P47928
P17542	Q9BWW4
O75807	P08107
P57076	Q16659
O14727	Q01094
P09471	P28221
P22694	P27361
Q13823	Q9NY93
P35609	Q8IYT8
P51532	Q01201
P18146	Q15910
Q8N2W9	Q96KM6
Q99459	Q9UBF2
P04156	P06241
P46527	Q9UGJ0
O00571	Q9BTT4
P14598	Q13153
O75916	P63096
O60840	Q15172
P46109	Q99704
P61224	Q13905
P13747	P26715
Q00987	Q9H4B7
P28566	P50150
Q93077	Q93079
Q5VZM2	Q9Y2Q5
P36578	Q07020
O76093	P08581
P10275	P30305
P10720	P32246
O00299	P62330
O95256	P63000
P63000	Q8TEW0
P61956	Q9NRX3
P22612	P56696
P48643	Q99759
Q05397	Q08722
P41222	P43088
Q5C9Z4	Q96T60
P35626	Q8NGM8
P30480	P62714
O75340	Q99829
O15399	P36873
O14646	O75376
P52948	Q9NR21
P08246	P22557
O75116	P48426
O00303	P63104
P19429	P67775
O14965	O15392
O14939	P05129
O75807	P56945
P14210	P16234
P17612	Q02641
Q9H254	Q9UK32
P47813	Q13347
O75251	O95299
P17655	Q9Y490
Q12996	Q6P1J9
Q13555	Q14573
O60271	Q9NPJ4
P62987	Q15303
O75800	Q86UW7
P05060	P22607
O15254	Q9HAU4
Q5EG05	Q9Y2G2
P30154	Q08289
P62195	Q7Z2V1
Q9H254	Q9NYQ7
P18146	Q14764
P10747	P33681
P48544	P50150
P19525	Q6P2E9
P62877	Q9UK22
Q12968	Q96LZ3
Q15459	Q9NRG4
P61586	Q14185
O00472	P41182
Q504Q3	Q6IBS0
Q15052	Q96D09
O75038	Q9UQM7
O95619	P25440
P21673	Q04724
P22612	Q13936
Q12923	Q52LW3
O95983	Q13573
P16104	Q5QNW6
O43524	P35575
O15047	Q99880
Q04695	Q06124
O94986	Q13568
P38936	Q01196
P18146	Q09472
Q70EL1	Q9HD42
P42702	P60568
P62993	Q96I24
P62244	P62266
P26373	Q8IW41
O95295	Q15796
P32248	P78423
P22607	Q15389
O00478	O75626
P04839	P31269
O60216	Q9NTI5
P01562	Q9UHF4
P01137	Q12873
Q9BTT4	Q9H944
P05000	P42702
O00459	P42702
P08631	P42684
O14802	P53803
P01112	P17252
O60739	Q16658
O60266	Q9NZT1
P14923	Q00005
P10275	Q6IWH7
P62993	Q9UHB6
Q13315	Q96Q15
P22087	Q92905
P47914	P62987
P36954	P52434
O95180	Q9Y2W7
P04183	P56537
P52434	P62487
O00767	Q15306
P35225	Q13651
P49682	Q92583
P02462	P26012
P56703	Q01974
P01241	P15509
P24864	Q9NZC3
P47898	P63096
P63098	Q12968
P20248	Q01094
P63244	Q9NRC1
P54253	Q8NEA9
P14616	Q9NRA1
P38405	P47881
P42336	Q13480
