#node1	node2
O14544	Q8N6P7
P04141	P26992
P12931	P13987
O75525	P61978
P62805	Q9UER7
O43741	P14672
P46779	P83881
P51817	P63096
Q93074	Q9Y2X0
P53708	Q92752
A3KFT3	P38405
Q9NX70	Q9P086
Q13177	Q14790
P60604	Q9UDY8
P17544	Q9BYV9
P28482	Q9HAV0
O43295	P15153
O60333	P51681
Q13155	Q15046
O00483	O95168
P26010	P49746
O95819	P19634
O76064	P61088
P61956	Q99496
P18124	P35609
P11229	P63092
P53350	Q7Z5Q1
O14757	P08238
P04637	P49674
O43633	Q70EL1
P18505	P54257
P10914	P63165
P78364	Q9HAT8
P0CG48	P49281
P30480	P46060
P57105	Q96BK5
O95983	Q13330
P07900	Q02790
P16220	Q7Z5A7
P38405	Q8NGW6
Q13077	Q96GX9
O75569	Q9P2H0
P24522	Q8IWV7
Q92900	Q9UKV8
O14775	P22694
P63211	Q13972
Q15365	Q9Y2Q3
P05113	Q9UHF4
P55157	Q9BX66
O14543	P42229
P08581	Q9H201
O14965	Q16600
P26583	Q99684
Q5VTD9	Q9HC77
P48730	Q49AN0
O15123	P08138
O96019	P41279
O43306	P63215
P62330	Q04637
P35226	P63279
P27694	P46063
P22694	P41181
P16333	P51116
P25786	P41227
P15336	P24522
Q96AQ9	Q96EY1
Q13535	Q8NFQ8
P16885	Q9UQC2
Q14512	Q9NRR5
Q15303	Q92625
P16220	Q6IPM2
P33552	Q14674
P17612	P46019
P62308	Q04724
P20671	Q86U86
P27694	Q9BTY7
P19387	Q8IXH7
P37231	Q15848
O95467	P20309
P15735	P62140
P26045	P61981
Q9BZL6	Q9Y3R0
P27694	Q13535
Q93100	Q96RG2
P84022	Q13873
P51681	Q9NRR5
O95405	P46379
O43823	Q13535
P05976	P16871
O94906	Q15428
Q8TB96	Q9H5J8
P06400	P67775
Q9BYG5	Q9NQ66
P07384	P24298
P61247	P62841
P05556	P31946
Q13315	Q9Y6D9
P07948	P21854
P41227	Q16665
P12956	P31751
P50150	Q13698
P32302	P50148
P04626	P16591
P30480	Q9UHB9
Q6QNY1	Q8TDH9
O75015	P43405
Q14739	Q96SB4
Q07021	Q9Y572
O94776	P51587
P04406	P09603
406888	P01111
Q15155	Q969V3
P19174	Q68DD2
O14908	Q9UM54
P22607	Q92540
Q92747	Q9P035
P17030	Q9BXL5
Q12905	Q9UBD5
P54577	P62330
Q92995	Q9UKN7
P08708	P15880
P41220	Q6RFH5
O94986	Q9Y2J2
Q7Z569	Q969H4
O75771	Q96JH8
Q9BYB0	Q9H2G2
P36888	P49771
O95500	P56747
O43278	Q04756
P62979	Q7LG56
P08183	Q13952
Q8IXH7	Q9ULA0
P29353	Q13905
P23588	Q9UKV8
P51991	Q15428
P30154	Q86US8
P51149	Q9NY65
O43318	Q99683
O60231	Q13485
O75081	Q15303
P12111	P13612
P11362	P16885
O15173	Q14164
P18887	Q8IW19
O43318	P19438
Q05516	Q9C0J8
P07996	P24593
O94806	Q5SW24
P18146	P49069
P12111	P18827
O14641	Q99466
P84095	Q9P107
P12644	Q96NZ8
P38405	Q8NGR2
P07355	Q13315
P06400	Q16665
P78508	Q14005
O14640	Q9ULV1
Q92900	Q9BQY4
P04156	Q92913
Q6GPH4	Q96CA5
P38484	Q9NPF7
P61081	Q99459
P31751	Q5T1C6
P51685	Q07325
P09619	P35568
Q13435	Q70Z53
P12107	P18084
P01614	P02787
P17252	Q14957
P63010	Q15811
Q08945	Q14566
Q05823	Q15646
O14561	O95182
P10912	P29460
574034	Q9UBN7
P02686	P62826
P14678	Q15428
P08238	Q16543
Q06547	Q13309
O75800	Q9NX47
P02458	P09486
O00214	P26006
P05113	P42701
P36897	P51153
P10415	Q13625
P84095	Q14185
P10398	P53779
Q14197	Q9BW92
P05023	P16473
P19387	P23193
Q8IXJ6	Q9UBN7
P04114	P08107
P45985	Q05655
Q9HC73	Q9NYY1
Q8IU54	Q9UHF4
P24394	Q16619
O75159	P42702
P03950	P13385
P06748	P10144
O43187	Q86VW0
P09471	P22612
O75446	Q09028
Q13546	Q9Y5S2
P11441	Q13573
P08069	P42566
P55210	Q14457
O75934	Q13573
P59768	Q14831
Q6DRA6	Q96RL1
O75251	Q86Y39
Q02763	Q15147
P13500	Q16570
P43220	P62158
P17542	Q92769
Q68CP9	Q92925
Q96IF1	Q9NRM7
Q00688	Q9UGN5
Q13547	Q8IUE6
P35626	Q96RD0
P05120	P08311
P30504	Q13263
P83916	Q99877
Q08828	Q8TD86
O14807	P42336
P12318	Q15759
O14931	P30273
P30307	P53778
O14986	Q13464
P20248	Q05516
O15533	P53618
O43524	P61981
P23470	P42680
P16220	Q01543
Q13616	Q9Y3I1
P13647	Q00005
P11172	P49662
P36894	Q7Z3T8
O75578	P49746
P43405	Q9P1W8
P15924	P60510
Q14152	Q9Y262
P04222	Q8NHL6
406955	P46527
O75940	Q15427
P01106	Q92925
Q9BX46	Q9NWB1
Q01344	Q9UHD0
O94887	P60953
P62191	Q9UNM6
P25963	Q9Y618
Q08334	Q9NPH9
P10398	P61224
P0DJD1	P63279
Q03518	Q12923
P27824	P28074
P46937	Q13485
O00233	P61289
P35236	Q15759
P53350	Q5T280
Q96B02	Q9H6Y7
P01112	P12270
P01243	P24534
A6NHL2	Q9NRH3
P67870	Q6UXH1
P62330	Q86Y56
O60840	P04899
P16152	P30504
Q9HBE4	Q9HC73
Q13642	Q5VU43
P12544	P55085
Q96FZ7	Q9BRG1
P29460	P48357
O60861	P40818
P62330	Q13393
P01111	P53779
O15105	P35711
P07998	P30101
P62701	P62753
Q92466	Q9HAW4
P26006	Q16363
Q13255	Q14344
Q9GZZ1	Q9Y4K3
P17612	P19429
P46108	P78357
Q8IZ69	Q92569
Q00839	Q15843
P50148	Q9BZM2
O14827	P59768
Q01668	Q16558
P56705	Q9H461
P05455	Q15126
P32302	Q99616
Q13554	Q14315
Q00526	Q16667
O00574	P51671
Q8N2Q7	Q9ULB1
Q9BQY4	Q9NWB1
P17947	Q96RE9
P60228	Q9Y478
O60674	P16871
O00267	P50613
P49023	Q9HBI0
O00716	O96020
P30154	P37173
P22612	P48544
O43150	P27986
574411	P08183
P01236	P07339
P61077	Q9NZS9
P21860	Q9UKW4
P51610	Q13535
Q13564	Q86XK2
O43320	P21802
P84996	Q13639
P14174	Q9NRL3
O95298	Q16795
P36402	Q92793
P41252	Q9Y6K9
P07949	Q13480
O14581	P35626
P31749	Q13233
P55210	Q15185
Q06587	Q9Y2X8
P08172	Q9UBI6
Q02763	Q92529
P14210	P17948
P61981	Q9NYF3
P19532	Q96KN7
Q13145	Q9NPG1
Q93034	Q9Y575
P33240	Q05048
P01106	Q5T0B9
P38936	Q9HB58
Q9UBD9	Q9UHF4
P02751	P11912
Q5VTD9	Q9UHF1
O14561	Q9Y6M9
P51116	Q9Y3Q8
P38432	Q8TBB1
P10276	Q9UGP4
P26012	P35443
P14780	P16035
P42681	P48736
P49207	P61254
P62805	Q96GM5
P14778	P52564
Q9BQY4	Q9BRK4
P29317	Q92529
Q96ES7	Q9ULM3
P29353	Q06124
P00519	Q8TB24
P03372	P11142
Q14CB8	Q9HBH0
P62857	P63220
O15055	Q9UKB1
P42331	P60953
P78527	Q96R06
P23526	Q96BK5
O60502	P54257
Q96B70	Q99459
P36542	Q9UQN3
Q13123	Q70Z53
P13805	P62195
P0CAP1	P35998
P06748	P52292
P21802	Q9H201
Q24JP5	Q96KG7
Q9P2G9	Q9Y3C8
P26373	P62913
P04637	Q53FA7
O43261	Q92993
P16104	Q99504
Q13485	Q9H0M0
O15392	P42574
P25398	P60709
P08069	Q9NZN5
O00311	Q14566
P13501	Q04864
P05556	P12109
O75581	Q93097
P00519	Q9Y5Y3
P61586	Q03135
P62891	P83881
Q15139	Q9ULK5
O14964	P78352
P18146	Q06546
P63104	Q08043
Q09472	Q13557
P61966	Q9Y6Q5
P61313	Q02878
P35638	Q01094
O15428	P10636
Q07021	Q9NY57
P30480	P61803
O95831	Q8NC60
P10912	Q9NPF7
P05231	Q9UHF4
O96006	P07602
O95835	Q9GZV5
P39023	Q13233
P02768	Q6ZMN7
P60763	Q9UQB8
Q07011	Q9BUZ4
O43524	Q92831
P01111	Q13233
P10747	P33681
P21796	Q9H3N1
Q15427	Q92841
P01584	Q9NPH3
P51684	P52333
P04181	P62330
O95639	Q6P1J9
Q02535	Q92574
P19235	Q86WN2
O15457	P40692
574507	P04637
O14508	Q99650
P10276	P24522
P38405	Q8NH56
P34932	Q9UL15
P47736	P78368
O43521	P63167
P56282	Q92993
Q08380	Q9UHD2
P01569	P26951
P50150	P63092
O94906	Q8WWY3
P15248	P42701
O14965	P49450
Q14697	Q6ZVL6
P46779	Q9UQ80
P31946	Q01974
P02647	P02745
P38936	P62879
P50148	Q9NQ66
P32969	P62829
O00329	P16144
Q12778	Q15759
Q53H12	Q9HCK5
P50991	Q9H7D0
P62136	Q9UPR0
Q14498	Q8IWX8
P00973	Q00978
Q6PEY2	Q9BSJ2
P49810	Q9UMX0
Q7L0Q8	Q8NF50
P31751	Q99570
O43320	P35968
P18621	Q9UNX3
Q15287	Q6P1X5
P40337	Q9Y5B9
P01106	Q00796
P20618	Q96RG2
P30679	Q9NQ66
O60341	Q9UKL0
P18146	Q96QK1
P35626	Q8NG99
P40818	P63104
P43487	Q9UBN6
P32121	Q8NGB8
P29074	P51681
O96014	P56705
O14578	P61586
O14640	O43900
O43889	P49841
Q99750	Q9UQ90
O00182	P16070
P26038	P32942
O15372	Q14240
P01574	P08887
P56192	Q13418
O60885	Q14696
Q99624	Q9NXF8
O60880	Q14155
Q16665	Q96KS0
P00519	Q15303
P27361	P31994
P67809	Q14683
P98182	Q96KQ7
P13010	Q00653
P01889	P21266
P50453	Q9NPI1
P38398	Q8N2W9
P46937	P78352
P62324	Q9UIV1
O14639	Q8N6Y0
Q00005	Q9Y4B5
P18031	Q13526
P63261	Q9Y2K3
P51610	Q99879
Q01860	Q9UJU5
O95777	P62312
O95990	Q9Y2I6
O95405	P35222
Q13418	Q9Y243
O95257	Q07869
406956	P35625
Q14643	Q9Y6F6
P27361	Q13733
Q96Q15	Q9HAU5
P09629	P18146
P43364	Q52LW3
P63092	P63215
P31314	Q13642
Q14240	Q9BW92
Q00987	Q15303
P10276	P55317
Q7L190	Q9BX70
Q16637	Q16891
Q8IZL8	Q9UL18
P31689	Q13573
O00459	P01308
O14625	P25024
P09012	P31939
O95897	Q13243
P12081	P26639
O15344	Q02556
O94972	Q8N720
P05141	P21281
P17480	Q92993
P08670	Q9Y6Y0
P01298	P11171
A8MT69	Q8N2Z9
P04350	Q13084
O15111	P10145
P49918	P62877
P27482	P46019
P14780	P18827
Q12788	Q9Y5X4
P11274	P20020
P23258	Q99996
P16152	Q9Y478
P25445	Q01844
Q13535	Q9BWG4
Q13526	Q9H9S0
P35544	P62701
Q13185	Q9BZ95
O75529	P16104
P09544	Q9NPG1
Q13155	Q5D1E8
P29034	Q02790
P10275	P24864
O00231	Q13573
Q08881	Q13283
407026	P08572
P06241	P46092
P35544	P61247
Q14802	Q16659
Q07890	Q3MIN7
Q9H8E8	Q9NS73
P02766	P25713
P42336	P51451
Q02763	Q9Y264
O15379	Q16777
P01112	Q0VAM2
P42336	Q9UBI6
P52789	Q9NRR5
C9JDP6	Q8N6F1
Q13315	Q8NF99
O95983	Q8N5A5
O43676	O96000
Q9BYD3	Q9GZR7
Q9NPG1	Q9NQ66
P25445	Q9UKR5
P01589	Q8WXH5
P45984	P61586
Q9P0M6	Q9UQL6
P50402	Q99963
P63098	Q9NYG5
P10301	Q13393
P49790	P57740
P12109	Q9UBS4
P02008	P22607
O14764	P46459
P25963	Q9P2K8
P09471	Q16539
P68366	Q9Y3M8
P21675	P61244
Q16650	Q9H2G4
Q13432	Q7L099
P62993	Q06124
P05091	Q96ID5
P61073	Q13724
P01106	Q5SRE5
P21802	Q9ULV8
Q13315	Q96Q42
P00734	P02675
P28070	Q99436
O75791	Q15464
P63096	Q15147
P63173	Q02543
Q01081	Q13242
P04628	Q5T4F7
P63279	Q6EEV6
O15264	O43353
O14933	Q9Y508
Q00005	Q71UM5
26012	Q5VTD9
P16104	Q13315
P15498	Q15464
P01008	P41235
P01023	P30519
P17252	P50150
P48357	Q9UGI9
O75030	Q15418
O76099	P35626
Q6UWE0	Q9Y2I6
Q86YM7	Q9UPX8
P08865	P62273
P01137	Q15717
P45983	Q12933
O95168	Q9Y6M9
P52948	Q9BUJ2
Q96DI7	Q9Y333
P08138	Q13501
O15379	Q9C0K0
P04637	P25963
O43493	P05556
P16871	P30041
P01106	Q02156
P56545	Q13315
Q96CW1	Q96KG7
O00161	P54920
P08047	P41221
P01111	Q8N431
P08047	Q96BI1
P25445	Q96IZ0
Q00653	Q08211
P49281	Q9BT67
P04628	Q96HF1
P19438	P60709
O75554	Q8N684
P25116	P35626
Q13501	Q9UDY8
O60260	Q00535
Q969T4	Q99942
P07942	P25391
P02788	P49715
P25786	Q14566
P01241	Q9Y3F4
Q13616	Q9UBW8
P48023	Q92851
P35609	Q9Y2D8
O14602	O15372
Q9H8W4	Q9UKG1
O00459	P14770
O95997	Q9UJX3
O76094	Q96BK5
O14727	Q96GX9
P10589	Q00403
P10451	P16144
P14416	Q9Y5P8
Q8WXS3	Q99750
P09874	Q02539
P26599	Q9NX70
P17516	Q14541
O14581	P38405
Q13315	Q6NXE6
P42566	Q9Y6I3
Q16777	Q5VVJ2
P06239	Q9NP31
P61026	Q9UHD8
O43707	P17301
Q07866	Q9UPT6
P62280	P62847
P59768	Q08828
P35625	P78536
P10809	P42574
P04406	Q13268
P06681	P09871
O75970	P34982
P30273	Q8WTT0
P49757	Q8TBB1
P54762	Q8N806
O15084	P53350
O75251	O96000
O75365	Q9HAV4
P22681	P35968
O75925	P35398
Q8IYX3	Q99750
A6NND4	P35626
P56706	Q6FHJ7
P20701	Q15139
P62826	Q05639
Q04771	Q9NYS0
Q86U06	Q9BWF3
P35579	P63104
P37837	Q12873
P30153	Q02750
O95793	P62753
P06899	Q9Y6J9
P08648	Q9UKX5
O95347	Q13573
P17693	P43626
P0C869	P29992
Q15047	Q15181
P62701	P62854
P01106	Q92537
P01243	P17980
P42702	Q16619
Q16891	Q9BXP5
Q99459	Q9UL03
O15264	P22612
O75940	P49137
Q16637	Q5RL73
O95166	Q8IXH6
Q14160	Q99759
P50570	Q6FIF0
Q08211	Q13243
P51531	Q8NFD5
P48357	Q9Y478
P62847	P62857
P62875	Q9GZS3
Q15369	Q9H765
P01876	P49221
P35221	P63267
O95072	Q8NDV3
O75385	Q8TDY2
Q07955	Q8IWZ8
P46781	Q6XUX3
O95433	Q9HCU4
P24941	P51587
P05026	P48736
P05109	Q99873
O75578	P24821
P27694	Q96FI4
O14493	P56747
Q01130	Q07955
P51116	Q8N5I3
Q16363	Q7L0J3
P13861	Q03135
O75925	P48436
Q13535	Q16851
O43312	Q14247
O75340	Q9Y5Z4
P42345	Q16543
P53350	Q8IV63
O15143	O15511
P22392	Q14204
P17600	Q99963
P46777	P61254
O14832	Q02790
P22087	Q8IZL8
Q99062	Q9UBD9
Q15714	Q9Y2S7
P01106	Q6PL18
Q8TD86	Q96LZ3
P19174	Q9NX09
P08670	Q7L5N1
P23229	P26012
Q08379	Q13227
P06400	Q68CP9
O43679	Q9NVW2
P53778	P53779
P31431	Q9BRJ7
P17535	P53004
O00232	P55036
P27482	Q08462
O43395	P63162
Q8IYI8	Q99750
442901	Q9UNQ0
O00161	P23763
P27986	P43403
P02808	Q8TAX7
P23284	Q14653
O95819	Q96JQ0
Q92731	Q9UBK2
Q96A08	Q9UKV0
Q6PEY2	Q96NA2
O14497	Q13573
P98160	Q14118
P07437	P15498
P42574	Q9UKB1
Q15208	Q5VVJ2
P22694	Q15746
P63104	Q9BYG5
P61244	Q16594
P62820	Q9H8Y8
P48723	Q9NRR5
Q8TCW9	Q96EZ8
Q8WVD3	Q96PU8
P46783	P63220
P01127	Q13442
P18754	Q9UKE5
O00626	P32248
P58876	Q9BY41
Q70Z53	Q9UHR5
Q13535	Q9BXW9
O60296	Q9UN88
Q96JB5	Q96RT8
Q02763	Q92915
Q00613	Q0VDF9
O76041	Q15942
O75581	P04628
P48039	P50148
P30305	P61981
Q12834	Q16254
Q99459	Q9ULW0
O75569	P02749
O00458	P41235
A7E2Y1	Q9P2M7
P19838	P34931
P21673	Q9NUT2
O43474	P12830
O95251	P53350
P10809	Q99459
Q13535	Q9BWW4
Q9UPW8	Q9Y2J2
O60861	Q9BY11
P10721	Q9HCT0
P27930	Q04206
O14686	P68431
P09012	P09661
P13727	P15976
Q13315	Q96T58
P38432	Q9P2K6
O43240	Q5T3J3
P18077	P62750
P51692	Q00978
O43426	Q12965
P27986	Q9H222
P13995	Q9Y6F1
P46782	Q01201
O43324	Q13535
P17535	P32519
O60353	Q9UBV4
P04222	P17812
P06241	P13671
P17544	P35638
P38159	P51991
Q53SF7	Q9BY11
Q5VVX9	Q9H4P4
O14746	Q9BUR4
P16871	P28482
Q14694	Q99459
A8MYU2	P22612
Q12906	Q9HCS7
O60880	P16220
P08514	P18564
P31270	Q03164
P26599	Q8IWZ8
O15264	O75015
O43290	Q13315
Q04771	Q9UNK0
Q04917	Q96CV9
407053	P55064
P07437	Q13748
Q13315	Q9Y2Y0
Q15011	Q9BZV1
P27482	Q01064
P35790	Q92569
P21453	P28221
P27986	Q07890
P18848	P51812
P31948	Q9Y4K3
P05305	P23582
P27986	Q92831
P17535	Q8NHY2
Q14738	Q9Y698
P15927	P78527
P09651	P67809
O95376	P21246
Q13573	Q5BKZ1
P17252	P60709
P18146	Q8N157
O96020	Q9BS18
O75626	P17676
O00329	P19320
P15311	P34741
P01243	P16471
O60343	Q9ULA0
P24941	Q99708
P13501	P51679
P09874	Q00653
Q01844	Q9NYG2
P10415	P45983
P49757	Q05513
P04908	P62807
O00165	Q04206
Q6ZMV9	Q92624
Q71UI9	Q8WUI4
P01574	Q09472
P84077	Q8N6T3
O94972	Q8IYF1
P56746	Q8N7P3
P01730	Q14005
Q13363	Q9P2Y4
P42830	P46092
P54646	Q16875
O60232	O75865
P16473	P27986
O14561	O95139
Q13247	Q15428
O95500	Q8N7P3
P00387	Q9Y478
P12004	Q9BXW9
O60282	Q8IXI2
P52952	Q8N2W9
407047	Q9H9Z2
P04406	P50583
P16220	P46527
P04843	Q9UHD9
P19174	P52735
Q96EZ8	Q9NPJ6
P09429	P27695
P52429	Q9Y266
P49768	Q04721
O94832	P60510
P29597	Q01113
Q12933	Q6FIF0
P38936	Q9ULJ6
O15264	P17535
P60709	Q01201
O00238	O15105
P11940	Q9UPQ9
Q9H2G2	Q9P1A6
P32121	Q8NGD4
P05112	P48551
P13569	Q5SW79
P02776	P13611
Q15916	Q6VMQ6
O95918	P32121
O60814	Q9UQL6
Q14164	Q9Y3B4
P84996	Q8TDV5
P10914	P28907
O75569	Q8NHY6
O14654	Q05513
407007	P01100
Q15363	Q92542
O15117	Q9H2G2
P40337	Q04941
O43615	Q8IY92
P63104	Q9HBL0
P16333	Q96T58
P12107	Q13952
P60866	Q9UKV8
P01889	Q09028
P49327	P63104
O94776	Q8WXI9
P61266	P63027
P62241	P62266
P45984	Q12933
O95402	Q15528
P23528	Q15007
O60262	P08172
P68104	Q16539
P02768	P55899
406950	P04637
O00221	O15111
Q09028	Q7L2E3
Q13557	Q14934
P67809	Q8IX12
Q66K89	Q9NS23
P28482	Q13557
P0C0S5	P23527
O15467	P25025
P06241	Q13087
P13807	Q9UQK1
P54259	Q02641
Q08945	Q6DN03
Q5VWQ8	Q99683
P16581	P49023
P43364	Q9BXY8
Q92879	Q9NR56
P17066	Q15750
P27694	Q9UNS1
O95631	P43146
O00506	Q08379
Q9NVI1	Q9Y5V3
P35900	Q6PJT7
O75800	Q14258
P37173	Q15796
O43242	Q9P1U1
P34969	Q9P2W3
Q9BY42	Q9P2S5
Q01201	Q86X55
Q13416	Q99741
P68371	Q13409
Q13144	Q9NR50
P04637	Q96KB5
O43929	P33993
P23396	Q00653
P62714	Q86US8
O00459	Q07890
O75534	Q9UBN6
Q07817	Q8NEY8
O60244	Q9P086
P13807	P17612
407051	P19838
P19235	Q9NPF7
P48740	P51812
P62879	Q9NQ66
P04222	P61769
Q7L0Q8	Q96HP0
P10144	P11362
P10144	Q9HB31
O95347	Q9NTJ3
Q8IU54	Q9HC73
P32456	Q12972
Q99996	Q9UKE5
2310	P24522
P01137	Q9BTC8
P22626	Q15287
P23508	P42704
Q9Y265	Q9Y4K3
P50150	Q9Y272
P15170	Q96P09
Q13573	Q9Y6E2
O00501	Q8N6F1
P63000	Q9H7D0
P84022	Q9Y2T1
Q02224	Q8N3U4
Q01780	Q9H0D6
P54652	Q9NYJ8
P18848	P27361
O95837	P32238
P03372	Q8N1N5
5512	O15169
P12956	Q9Y6B2
O14640	Q8N4C8
O95402	Q96G25
P07384	P15311
P49366	P63241
P84095	Q15759
P53567	Q8TEY5
O00483	O75251
P49019	Q9UBU3
P07948	Q9H400
P08107	Q9H816
O95467	P48546
P01111	P17252
406954	P84022
O95819	P62910
O00141	Q99759
Q02750	Q9P286
Q5T4F7	Q9Y6F9
P01137	P08476
Q12933	Q9UKL3
Q5JTZ9	Q96KG7
P17987	Q13489
O00206	P35228
P17252	P50151
O95816	P19838
P35626	Q8NGY5
O14686	P51610
P48357	Q14432
P06241	Q8WUM4
P98095	P98160
Q6Q0C0	Q9Y2X8
P21246	P21673
P12956	P31749
P01889	P22695
A8K6C2	P17181
P62701	P62841
P32121	Q8NGQ5
P25963	Q9H2S9
O14950	O60237
P13010	Q15233
O95644	P53778
Q15475	Q99750
O95467	P43119
P35225	Q8N6P7
P28331	Q14197
P41182	P42229
O43353	Q9Y4K3
O75438	O95182
P10275	Q15466
Q14790	Q9NPP4
Q14185	Q92556
O60674	Q14765
P24468	Q13547
P36507	P41279
P21980	Q96KM6
P61088	Q9Y478
O94875	Q8WX93
Q6PI98	Q96EZ8
P62993	Q15746
P05771	P16220
Q9Y243	Q9Y6K9
P28288	P40855
P29475	Q16849
P08754	P48549
Q02641	Q15173
P11831	P17947
P63000	Q9Y6W5
Q02556	Q9HAU4
P62745	Q9BRR9
P40337	P58876
P01106	Q92552
P04908	Q8N257
Q15022	Q92800
Q9BVJ6	Q9BWC9
P23229	P35609
P40227	Q66LE6
P20671	Q13547
P58317	Q8N163
O00423	Q9H9L3
Q13315	Q6P2Q9
O95259	P62158
P18848	Q13227
P22681	P55085
Q01082	Q9Y572
O15198	P02751
O15516	Q92831
P08670	Q9Y2P4
P31785	Q13007
P10275	Q08117
P26641	P36578
P18505	P46459
P42702	Q8WXH5
P04080	Q96BK5
P31943	P35637
P15018	Q5VWK5
P31751	Q05513
P49756	Q01094
P22626	Q8IX12
Q86UW7	Q96KG7
P27986	P30273
P61247	Q96GM8
P18206	P62736
P27482	P62140
O43837	Q99873
P62906	Q02543
P10645	Q16543
P26951	P32881
P56199	Q14031
P21333	Q9NYA1
P22694	Q13522
P01106	Q96N96
Q9NYG5	Q9UM11
Q05193	Q9BY11
P04406	Q13077
Q5VVX9	Q9Y508
P01106	P78330
P60842	Q14240
P46940	Q99759
Q9BSH4	Q9UET6
P35658	Q9UBU9
P55345	Q8WTV0
P20908	P56199
P53350	Q13535
Q13952	Q6IQ32
P05771	Q9Y2U5
P37837	P62330
O95136	P04899
P31943	P50616
P49642	P49643
P10321	P10966
P35637	Q13151
P08754	P42338
P19388	Q9NWM8
P27986	Q15746
P04222	P28070
P16220	Q16543
P10398	P14618
Q13751	Q7L0J3
Q13158	Q9UNN5
P22234	P78396
P40337	P61086
Q15714	Q9P035
P15498	P27986
Q9NW38	Q9UBZ9
P62945	Q02878
P0CG47	P49281
P23396	P98175
P08700	P23458
O60684	P49366
Q16659	Q9HBU1
P09619	Q9BQ66
P20645	P98164
P18084	P63244
Q6DRA6	Q9UPS6
P35222	Q13526
O43707	Q07157
P62993	Q92934
O95405	Q04637
P24941	P30305
Q99677	Q9UK08
P56524	Q9UQM7
P02751	P62993
P02549	Q9UI08
407024	Q9UBC3
Q9HBE5	Q9NYY1
O15379	Q9H8S9
O15335	P26006
P23508	Q14566
Q15796	Q8TEW0
O43572	P10644
Q13315	Q969H0
P01023	Q8IXA5
P62987	Q07820
P13569	Q13952
O14543	P40763
P38398	P51532
P49810	Q07817
O00574	P19875
P15056	P61224
O15551	O75508
O95793	Q00839
Q8WXD5	Q9Y3F4
O75821	Q99547
P21333	P48039
P51532	Q6STE5
O94964	Q96L34
P26717	P30511
Q15672	Q53EL6
O75533	Q15427
P16104	P30040
Q16537	Q562F6
P78364	Q99496
P61586	Q9P212
Q8N2Z9	Q9NW38
P02647	Q96EN8
P24522	Q12778
O14818	P28070
Q9H237	Q9UBV4
P19235	Q969D9
Q13243	Q96SB4
Q16539	Q16828
Q6VMQ6	Q9HCE0
P68104	Q13485
P29460	Q99650
Q00653	Q9BQG0
O95251	Q99719
Q9NZN8	Q9ULM6
Q13535	Q9NZT2
P18564	Q13797
P55157	Q9Y697
P27635	P61927
P24864	Q13309
O95402	Q6P2C8
P32121	Q8NGX5
O14543	Q14627
O14974	Q13464
P12544	P26583
P26010	P51636
Q13257	Q9H1A4
Q99459	Q9H4M9
Q07817	Q3B7T1
O75150	Q13535
P28222	P63096
Q8NFM4	Q9UQM7
P16298	P62158
Q92994	Q9Y5Q9
P09016	P12980
O00459	P14778
P04637	Q8TDN4
P63104	Q07352
Q06732	Q9UKY1
P52789	Q9NZN8
